id,name
employee_conf_license_m01id,DRIVER'S LICENSE                              
employee_conf_license_m02id,PRC LICENSE
employee_conf_license_m03id,SECURITY GUARD'S LICENSE
employee_conf_license_m04id,REGISTERED CIVIL ENGINEER
employee_conf_license_m05id,REGISTERED MASTER PLUMBER
