"id","hr_job_id:id","priority","amount","approval_rule_id:id"
"approval_chain_606","muti_hrms_data.1136",5,0,"approval_rule_v6_purchase_tig_mis_purchases ( not capex)_bu main"
"approval_chain_608","hr_job_immediate superior",2,0,"approval_rule_v6_repairs_tig_mis_repairs (capex)_tig"
"approval_chain_609","hr_job_group manager",3,0,"approval_rule_v6_repairs_tig_mis_repairs (capex)_tig"
"approval_chain_610","muti_hrms_data.6258",4,0,"approval_rule_v6_repairs_tig_mis_repairs (capex)_tig"
"approval_chain_611","muti_hrms_data.1043",5,0,"approval_rule_v6_repairs_tig_mis_repairs (capex)_tig"
"approval_chain_613","hr_job_immediate superior",2,0,"approval_rule_v6_repairs_tig_mis_repairs & maintenance_tig"
"approval_chain_614","hr_job_group manager",3,0,"approval_rule_v6_repairs_tig_mis_repairs & maintenance_tig"
"approval_chain_617","muti_hrms_data.6099",2,0,"approval_rule_v6_payment_tig__separation pay_bu main"
"approval_chain_618","muti_hrms_data.6208",3,0,"approval_rule_v6_payment_tig__separation pay_bu main"
"approval_chain_619","muti_hrms_data.1136",4,0,"approval_rule_v6_payment_tig__separation pay_bu main"
"approval_chain_620","muti_hrms_data.6099",2,0,"approval_rule_v6_payment_tig__separation pay_tig"
"approval_chain_621","muti_hrms_data.11033",3,0,"approval_rule_v6_payment_tig__separation pay_tig"
"approval_chain_622","muti_hrms_data.1043",6,0,"approval_rule_v6_purchase_tig_mis_purchases (non-capex it equipment)_bu main"
"approval_chain_623","muti_hrms_data.1136",5,0,"approval_rule_v6_purchase_tig_mis_purchases (non-capex it equipment)_bu main"
"approval_chain_625","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_tig__purchases (capex)_tig"
"approval_chain_626","muti_hrms_data.11033",3,0,"approval_rule_v6_purchase_tig__purchases (capex)_tig"
"approval_chain_628","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_tig__purchases(office supplies)_tig"
"approval_chain_629","muti_hrms_data.11033",3,0,"approval_rule_v6_purchase_tig__purchases(office supplies)_tig"
"approval_chain_630","muti_hrms_data.1135",2,0,"approval_rule_v6_purchase_branch__purchase (not capex)_bu main"
"approval_chain_631","muti_hrms_data.1136",3,0,"approval_rule_v6_purchase_branch__purchase (not capex)_bu main"
"approval_chain_634","hr_job_immediate superior",2,0,"approval_rule_v6_cash_tig__employee's benefit_bu main"
"approval_chain_635","muti_hrms_data.6208",3,0,"approval_rule_v6_cash_tig__employee's benefit_bu main"
"approval_chain_636","muti_hrms_data.1136",4,0,"approval_rule_v6_cash_tig__employee's benefit_bu main"
"approval_chain_638","hr_job_immediate superior",2,0,"approval_rule_v6_payment_tig__payables_cbgfi"
"approval_chain_640","muti_hrms_data.1135",2,0,"approval_rule_v6_purchase_branch__purchases(non-capex it equipment)_bu main"
"approval_chain_641","hr_job_area manager",3,0,"approval_rule_v6_purchase_branch__purchases(non-capex it equipment)_bu main"
"approval_chain_642","muti_hrms_data.6208",4,0,"approval_rule_v6_purchase_branch__purchases(non-capex it equipment)_bu main"
"approval_chain_643","muti_hrms_data.6222",5,0,"approval_rule_v6_purchase_branch__purchases(non-capex it equipment)_bu main"
"approval_chain_644","muti_hrms_data.1136",6,0,"approval_rule_v6_purchase_branch__purchases(non-capex it equipment)_bu main"
"approval_chain_646","muti_hrms_data.1135",2,0,"approval_rule_v6_payment_branch__agent's commissions_bu main"
"approval_chain_647","muti_hrms_data.6208",3,0,"approval_rule_v6_payment_branch__agent's commissions_bu main"
"approval_chain_648","muti_hrms_data.1136",4,0,"approval_rule_v6_payment_branch__agent's commissions_bu main"
"approval_chain_650","hr_job_immediate superior",2,0,"approval_rule_v6_cash_tig__advances for operations_cbgfi"
"approval_chain_651","muti_hrms_data.1043",5,0,"approval_rule_v6_purchase_tig_mis_purchases(capex it equipment)_bu main"
"approval_chain_653","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_head office__purchase ( not capex-it equipment)_bu main"
"approval_chain_654","muti_hrms_data.11033",3,0,"approval_rule_v6_purchase_head office__purchase ( not capex-it equipment)_bu main"
"approval_chain_655","muti_hrms_data.6208",4,0,"approval_rule_v6_purchase_head office__purchase ( not capex-it equipment)_bu main"
"approval_chain_656","muti_hrms_data.6222",5,0,"approval_rule_v6_purchase_head office__purchase ( not capex-it equipment)_bu main"
"approval_chain_657","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_tig__trade inventory (sp)_bu main"
"approval_chain_658","muti_hrms_data.11033",3,0,"approval_rule_v6_purchase_tig__trade inventory (sp)_bu main"
"approval_chain_659","muti_hrms_data.6208",4,0,"approval_rule_v6_purchase_tig__trade inventory (sp)_bu main"
"approval_chain_662","muti_hrms_data.1136",2,0,"approval_rule_v6_others_tig_mis_inventory_bu main"
"approval_chain_664","hr_job_immediate superior",2,0,"approval_rule_v6_others_tig__marketing activity_bu main"
"approval_chain_665","muti_hrms_data.6208",3,0,"approval_rule_v6_others_tig__marketing activity_bu main"
"approval_chain_667","muti_hrms_data.6208",2,0,"approval_rule_v6_payment_tig__employees' incentives_bu main"
"approval_chain_668","muti_hrms_data.1136",3,0,"approval_rule_v6_payment_tig__employees' incentives_bu main"
"approval_chain_670","muti_hrms_data.6208",2,0,"approval_rule_v6_cash_branch__change fund_bu main"
"approval_chain_671","muti_hrms_data.1135",3,0,"approval_rule_v6_cash_branch__change fund_bu main"
"approval_chain_673","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_insurance services__purchase ( capex-it equipment)_insurance services"
"approval_chain_674","muti_hrms_data.6222",3,0,"approval_rule_v6_purchase_insurance services__purchase ( capex-it equipment)_insurance services"
"approval_chain_675","muti_hrms_data.1043",4,0,"approval_rule_v6_purchase_insurance services__purchase ( capex-it equipment)_insurance services"
"approval_chain_677","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_insurance services__purchase ( capex )_insurance services"
"approval_chain_678","muti_hrms_data.1043",3,0,"approval_rule_v6_purchase_insurance services__purchase ( capex )_insurance services"
"approval_chain_680","hr_job_immediate superior",2,0,"approval_rule_v6_cash_insurance services__advances for operation_insurance services"
"approval_chain_681","muti_hrms_data.1043",3,50000,"approval_rule_v6_cash_insurance services__advances for operation_insurance services"
"approval_chain_683","hr_job_immediate superior",2,0,"approval_rule_v6_payment_insurance services__fund transfer_insurance services"
"approval_chain_685","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_insurance services__purchase ( supplies )_insurance services"
"approval_chain_687","hr_job_immediate superior",2,0,"approval_rule_v6_payment_insurance services__insurance claim_insurance services"
"approval_chain_689","hr_job_immediate superior",2,0,"approval_rule_v6_payment_insurance services__management fee_insurance services"
"approval_chain_690","muti_hrms_data.1043",3,0,"approval_rule_v6_payment_insurance services__management fee_insurance services"
"approval_chain_692","hr_job_immediate superior",2,0,"approval_rule_v6_payment_insurance services__salaries and wages_insurance services"
"approval_chain_693","muti_hrms_data.1043",3,0,"approval_rule_v6_payment_insurance services__salaries and wages_insurance services"
"approval_chain_695","hr_job_immediate superior",2,0,"approval_rule_v6_payment_insurance services__opex_insurance services"
"approval_chain_696","muti_hrms_data.1043",3,0,"approval_rule_v6_payment_insurance services__opex_insurance services"
"approval_chain_698","hr_job_immediate superior",2,0,"approval_rule_v6_payment_insurance services__refund_insurance services"
"approval_chain_699","muti_hrms_data.1043",3,50000,"approval_rule_v6_payment_insurance services__insurance claim_insurance services"
"approval_chain_701","muti_hrms_data.1135",2,0,"approval_rule_v6_purchase_branch__purchases ( trade inventory)_bu main"
"approval_chain_702","muti_hrms_data.6208",3,0,"approval_rule_v6_purchase_branch__purchases ( trade inventory)_bu main"
"approval_chain_703","muti_hrms_data.1043",3,50000,"approval_rule_v6_payment_insurance services__fund transfer_insurance services"
"approval_chain_704","hr_job_immediate superior",2,0,"approval_rule_v6_purchase_head office__trade inventory _bu main"
"approval_chain_705","muti_hrms_data.11033",3,0,"approval_rule_v6_purchase_head office__trade inventory _bu main"
"approval_chain_706","muti_hrms_data.6208",4,0,"approval_rule_v6_purchase_head office__trade inventory _bu main"
"approval_chain_707","muti_hrms_data.1136",5,0,"approval_rule_v6_purchase_head office__trade inventory _bu main"
"approval_chain_708","muti_hrms_data.6005",5,0,"approval_rule_v6_purchase_tig__trade inventory (sp)_bu main"
"approval_chain_710","hr_job_immediate superior",2,0,"approval_rule_v6_others_head office__give aways_bu main"
"approval_chain_711","muti_hrms_data.1136",3,0,"approval_rule_v6_others_head office__give aways_bu main"
"approval_chain_713","hr_job_immediate superior",2,0,"approval_rule_v6_repairs_tig__repairs and maintenance_bu main"
"approval_chain_714","muti_hrms_data.11033",3,0,"approval_rule_v6_repairs_tig__repairs and maintenance_bu main"
"approval_chain_715","muti_hrms_data.6208",4,0,"approval_rule_v6_repairs_tig__repairs and maintenance_bu main"
"approval_chain_717","muti_hrms_data.1136",2,0,"approval_rule_v6_others_head office__borrowing company property_bu main"
