company_id:id,id,name
muti_base.res_company_branch_siasahomeoffice,hr_department_12000001id,SUPREME AGENCY
muti_base.res_company_bu000012id,hr_department_12000009id,SURALLAH-H
muti_base.res_company_bu000012id,hr_department_12000026id,SURALLAH-M
muti_base.res_company_bu000012id,hr_department_12000006id,TACURONG-M
muti_base.res_company_bu000012id,hr_department_12000014id,TAGUM-M
muti_base.res_company_bu000012id,hr_department_12000020id,VALENCIA-M
muti_base.res_company_bu000019id,hr_department_19000013id,BRDC
muti_base.res_company_bu000019id,hr_department_19000017id,BUHANGIN
muti_base.res_company_bu000019id,hr_department_19000018id,CAGAYAN DE ORO - M
muti_base.res_company_bu000019id,hr_department_19000024id,CALINAN - M
muti_base.res_company_bu000019id,hr_department_19000001id,DIGOS-M
muti_base.res_company_bu000019id,hr_department_19000002id,GREATWALL
muti_base.res_company_bu000019id,hr_department_19000005id,HLRDC
muti_base.res_company_branch_ssaiaihomeoffice,hr_department_19000015id,HUMAN RESOURCES
muti_base.res_company_bu000019id,hr_department_19000004id,ISULAN-H
muti_base.res_company_bu000019id,hr_department_19000008id,ISULAN-M
muti_base.res_company_bu000019id,hr_department_19000012id,KIDAPAWAN-M
muti_base.res_company_bu000019id,hr_department_19000010id,KORONADAL-H
muti_base.res_company_bu000019id,hr_department_19000011id,KORONADAL-M
muti_base.res_company_bu000019id,hr_department_19000019id,MARAMAG - H
muti_base.res_company_bu000019id,hr_department_19000006id,MARBEL-M
muti_base.res_company_bu000019id,hr_department_19000020id,MATI - M
muti_base.res_company_bu000019id,hr_department_19000021id,PANABO - M
muti_base.res_company_bu000019id,hr_department_19000003id,PHOENIX
muti_base.res_company_bu000019id,hr_department_19000016id,PHOENIX-LAGAO
muti_base.res_company_bu000019id,hr_department_19000007id,POLOMOLOK-M
muti_base.res_company_bu000019id,hr_department_19000014id,SURALLAH-H
muti_base.res_company_bu000019id,hr_department_19000009id,TACURONG-M
muti_base.res_company_bu000019id,hr_department_19000022id,TAGUM - M
muti_base.res_company_bu000019id,hr_department_19000023id,VALENCIA - M
muti_base.res_company_bu000004id,hr_department_04000002id,DIGOS
muti_base.res_company_bu000004id,hr_department_04000010id,GENSAN
muti_base.res_company_bu000004id,hr_department_04000005id,GENSAN I
muti_base.res_company_bu000004id,hr_department_04000003id,GENSAN II
muti_base.res_company_bu000004id,hr_department_04000013id,KIDAPAWAN-M
muti_base.res_company_bu000004id,hr_department_04000006id,KORONADAL I
muti_base.res_company_bu000004id,hr_department_04000007id,KORONADAL II
muti_base.res_company_bu000004id,hr_department_04000001id,MAIN
muti_base.res_company_bu000004id,hr_department_04000004id,MANAGEMENT TEAM
muti_base.res_company_bu000004id,hr_department_04000011id,MARBEL
muti_base.res_company_bu000004id,hr_department_04000008id,MC BODEGA
muti_base.res_company_bu000004id,hr_department_04000012id,OFFICE OF THE PRESIDENT
muti_base.res_company_bu000004id,hr_department_04000009id,REPAIR & MAINTENANCE
