id,name
employee_skills_categ_m03id,COMMUNICATION
employee_skills_categ_m02id,COMPUTER PROFICIENCY
employee_skills_categ_m01id,CREATIVE/TECHNICAL
employee_skills_categ_m05id,OTHERS
employee_skills_categ_m04id,SPORTS
