id,vecmodel_id,brand_id/id,name,old_model_code
product_model_000086,000086,product_brand_0000000032,B. LIONG,
product_model_000087,000087,product_brand_0000000005,,
product_model_000089,000089,product_brand_0000000024,MCC,
product_model_000090,000090,product_brand_0000000025,,
product_model_000091,000091,product_brand_0000000005,MCC,
product_model_000092,000092,product_brand_0000000005,MCKY,
product_model_000093,000093,product_brand_0000000007,MCKY,
product_model_000094,000094,product_brand_0000000005,,
product_model_000096,000096,product_brand_0000000005,A&G,
product_model_000098,000098,product_brand_0000000005,,
product_model_000099,000099,product_brand_0000000015,,
product_model_000100,000100,product_brand_0000000005,,
product_model_000101,000101,product_brand_0000000032,A&G,
product_model_000102,000102,product_brand_0000000005,,
product_model_000103,000103,product_brand_0000000005,PBC,
product_model_000106,000106,product_brand_0000000005,,
product_model_000108,000108,product_brand_0000000005,,
product_model_000110,000110,product_brand_0000000005,DL,
product_model_000111,000111,product_brand_0000000005,MCKY,
product_model_000112,000112,product_brand_0000000005,PBC,
product_model_000113,000113,product_brand_0000000027,,
product_model_000114,000114,product_brand_0000000028,,
product_model_000115,000115,product_brand_0000000032,A&G,
product_model_000116,000116,product_brand_0000000029,,
product_model_000117,000117,product_brand_0000000030,CRB,
product_model_000118,000118,product_brand_0000000031,,
product_model_000119,000119,product_brand_0000000032,A&G,
product_model_000120,000120,product_brand_0000000033,,
product_model_000121,000121,product_brand_0000000034,,
product_model_000122,000122,product_brand_0000000004,MCC,
product_model_000123,000123,product_brand_0000000024,MCC,
product_model_000124,000124,product_brand_0000000007,HCC,
product_model_000125,000125,product_brand_0000000036,MCC,
product_model_000126,000126,product_brand_0000000007,,
product_model_000127,000127,product_brand_0000000037,MCKY,
product_model_000128,000128,product_brand_0000000032,BRU/HCC,
product_model_000129,000129,product_brand_0000000032,HCC,
product_model_000130,000130,product_brand_0000000032,AG,
product_model_000131,000131,product_brand_0000000038,HCC,
product_model_000132,000132,product_brand_0000000032,KING,
product_model_000133,000133,product_brand_0000000032,CRB,
product_model_000134,000134,product_brand_0000000005,,
product_model_000135,000135,product_brand_0000000039,,
product_model_000136,000136,product_brand_0000000005,,
product_model_000137,000137,product_brand_0000000018,,
product_model_000138,000138,product_brand_0000000005,,
product_model_000140,000140,product_brand_0000000005,HCC,
product_model_000141,000141,product_brand_0000000005,CRB,
product_model_000143,000143,product_brand_0000000040,,
product_model_000145,000145,product_brand_0000000041,,
product_model_000147,000147,product_brand_0000000042,,
product_model_000148,000148,product_brand_0000000032,BRU,
product_model_000149,000149,product_brand_0000000044,PBC,
product_model_000150,000150,product_brand_0000000045,PBC,
product_model_000151,000151,product_brand_0000000044,MCC/PNM,
product_model_000152,000152,product_brand_0000000005,PBC,
product_model_000153,000153,product_brand_0000000005,,
product_model_000154,000154,product_brand_0000000024,TRK/HCC,
product_model_000155,000155,product_brand_0000000005,,
product_model_000156,000156,product_brand_0000000032,CRB,
product_model_000157,000157,product_brand_0000000247,NVH,
product_model_000158,000158,product_brand_0000000047,MTB,
product_model_000159,000159,product_brand_0000001300,CRB,
product_model_000160,000160,product_brand_0000001300,CRB,
product_model_000161,000161,product_brand_0000000005,MCC,
product_model_000163,000163,product_brand_0000000048,HCC,
product_model_000164,000164,product_brand_0000000024,MCC,
product_model_000165,000165,product_brand_0000000032,NVH,
product_model_000167,000167,product_brand_0000000049,MCC,
product_model_000168,000168,product_brand_0000000032,CRB,
product_model_000169,000169,product_brand_0000000049,MCC,
product_model_000170,000170,product_brand_0000000005,,
product_model_000171,000171,product_brand_0000000023,,
product_model_000172,000172,product_brand_0000000005,,
product_model_000175,000175,product_brand_0000000050,,
product_model_000176,000176,product_brand_0000000005,,
product_model_000177,000177,product_brand_0000000005,MCC,
product_model_000178,000178,product_brand_0000000006,TRK/TMC,
product_model_000180,000180,product_brand_0000000005,TMC,
product_model_000181,000181,product_brand_0000000017,,
product_model_000182,000182,product_brand_0000000018,PBC,
product_model_000183,000183,product_brand_0000000035,,
product_model_000184,000184,product_brand_0000000005,TMC,
product_model_000185,000185,product_brand_0000000051,,
product_model_000187,000187,product_brand_0000000005,,
product_model_000188,000188,product_brand_0000000005,TRK,
product_model_000189,000189,product_brand_0000000051,HCC,
product_model_000190,000190,product_brand_0000000005,TMC/HCC/PBC/,
product_model_000191,000191,product_brand_0000000005,,
product_model_000192,000192,product_brand_0000000050,,
product_model_000193,000193,product_brand_0000000050,,
product_model_000196,000196,product_brand_0000000015,,
product_model_000197,000197,product_brand_0000000005,,
product_model_000198,000198,product_brand_0000000005,,
product_model_000200,000200,product_brand_0000000005,PLATINUM,
product_model_000202,000202,product_brand_0000000005,,
product_model_000203,000203,product_brand_0000000005,,
