id,vecmodel_id,brand_id/id,name,old_model_code
product_model_002476,002476,product_brand_0000000048,,
product_model_002477,002477,product_brand_0000000005,,
product_model_002478,002478,product_brand_0000000048,HCC,
product_model_002479,002479,product_brand_0000000005,CRB/HCC,
product_model_002480,002480,product_brand_0000000005,,
product_model_002481,002481,product_brand_0000000007,,
product_model_002482,002482,product_brand_0000000030,CRB,
product_model_002483,002483,product_brand_0000000069,HCC/NVH,
product_model_002484,002484,product_brand_0000000005,,
product_model_002485,002485,product_brand_0000000385,,
product_model_002486,002486,product_brand_0000000412,,
product_model_002487,002487,product_brand_0000000005,HCC,
product_model_002488,002488,product_brand_0000000005,MCC,
product_model_002489,002489,product_brand_V000000135,A&G,
product_model_002490,002490,product_brand_0000000005,,
product_model_002491,002491,product_brand_0000001304,HCC,
product_model_002492,002492,product_brand_0000000152,NVH,
product_model_002493,002493,product_brand_0000000005,MCKY,
product_model_002494,002494,product_brand_0000000068,CRB,
product_model_002495,002495,product_brand_0000000071,HCC,
product_model_002496,002496,product_brand_0000000005,,
product_model_002497,002497,product_brand_0000000413,,
product_model_002498,002498,product_brand_0000000413,,
product_model_002499,002499,product_brand_0000000343,TMC,
product_model_002500,002500,product_brand_0000000005,MCKY,
product_model_002501,002501,product_brand_0000000349,HCC,
product_model_002502,002502,product_brand_0000000005,,
product_model_002503,002503,product_brand_0000000015,PBC,
product_model_002504,002504,product_brand_0000000005,BIKE,
product_model_002505,002505,product_brand_0000000015,BIKE,
product_model_002506,002506,product_brand_0000000032,,
product_model_002507,002507,product_brand_0000000415,,
product_model_002508,002508,product_brand_0000000416,,
product_model_002509,002509,product_brand_0000000417,,
product_model_002510,002510,product_brand_0000000417,,
product_model_002511,002511,product_brand_0000000005,,
product_model_002512,002512,product_brand_0000000418,,
product_model_002513,002513,product_brand_0000000005,,
product_model_002514,002514,product_brand_0000000005,MCC,
product_model_002515,002515,product_brand_0000000005,,
product_model_002516,002516,product_brand_0000000005,MCC,
product_model_002517,002517,product_brand_0000000005,,
product_model_002518,002518,product_brand_0000000005,,
product_model_002519,002519,product_brand_0000000005,MCC,
product_model_002520,002520,product_brand_0000000015,,
product_model_002521,002521,product_brand_0000000419,,
product_model_002522,002522,product_brand_0000000420,,
product_model_002523,002523,product_brand_0000000005,,
product_model_002524,002524,product_brand_0000000005,,
product_model_002525,002525,product_brand_0000001193,NVH,
product_model_002526,002526,product_brand_0000000005,,
product_model_002527,002527,product_brand_0000000005,,
product_model_002528,002528,product_brand_0000000005,,
product_model_002529,002529,product_brand_0000000005,,
product_model_002530,002530,product_brand_0000000005,,
product_model_002531,002531,product_brand_0000000421,TMC,
product_model_002532,002532,product_brand_0000000422,TMC,
product_model_002533,002533,product_brand_0000000302,,
product_model_002534,002534,product_brand_0000000423,HCC,
product_model_002535,002535,product_brand_0000000005,MICKEY,
product_model_002536,002536,product_brand_0000001262,MCC,
product_model_002537,002537,product_brand_0000000015,,
product_model_002538,002538,product_brand_0000000005,TMC,
product_model_002539,002539,product_brand_0000000024,,
product_model_002540,002540,product_brand_0000000005,,
product_model_002541,002541,product_brand_0000000005,,
product_model_002542,002542,product_brand_0000000424,,
product_model_002543,002543,product_brand_0000000072,K-860L,
product_model_002544,002544,product_brand_0000000082,MCC,
product_model_002545,002545,product_brand_0000000212,,
product_model_002546,002546,product_brand_0000000241,CRB/MCKY,
product_model_002547,002547,product_brand_0000000205,KING,
product_model_002548,002548,product_brand_0000000005,,
product_model_002549,002549,product_brand_0000000069,,
product_model_002550,002550,product_brand_0000000427,,
product_model_002551,002551,product_brand_0000000428,,
product_model_002552,002552,product_brand_0000000004,HCC,
product_model_002553,002553,product_brand_0000000005,,
product_model_002554,002554,product_brand_0000000005,,
product_model_002555,002555,product_brand_0000000429,,
product_model_002556,002556,product_brand_0000000430,,
product_model_002557,002557,product_brand_0000000431,,
product_model_002558,002558,product_brand_0000000015,,
product_model_002559,002559,product_brand_0000000432,,
product_model_002560,002560,product_brand_0000000247,HCC,
product_model_002561,002561,product_brand_0000000005,,
product_model_002562,002562,product_brand_0000000434,,
product_model_002563,002563,product_brand_0000000435,,
product_model_002564,002564,product_brand_0000000005,,
product_model_002565,002565,product_brand_0000000005,,
product_model_002566,002566,product_brand_0000000005,HCC,
product_model_002567,002567,product_brand_0000000005,,
product_model_002568,002568,product_brand_0000000015,,
product_model_002569,002569,product_brand_0000000015,,
product_model_002570,002570,product_brand_0000000015,,
product_model_002571,002571,product_brand_0000000015,,
product_model_002572,002572,product_brand_0000000436,,
product_model_002573,002573,product_brand_0000000437,,
product_model_002574,002574,product_brand_0000000438,,
product_model_002575,002575,product_brand_0000000411,,
product_model_002576,002576,product_brand_0000000068,,
product_model_002577,002577,product_brand_0000000005,,
product_model_002578,002578,product_brand_0000000005,,
product_model_002579,002579,product_brand_0000000005,,
product_model_002580,002580,product_brand_0000000005,,
product_model_002581,002581,product_brand_0000000005,,
product_model_002582,002582,product_brand_0000000005,,
product_model_002583,002583,product_brand_0000000185,HCC,
product_model_002584,002584,product_brand_0000000005,,
product_model_002585,002585,product_brand_0000000005,,
product_model_002586,002586,product_brand_0000000182,,
product_model_002587,002587,product_brand_0000000005,,
product_model_002588,002588,product_brand_0000000253,MCKY/HCC,
product_model_002589,002589,product_brand_0000000148,MCKY,
product_model_002590,002590,product_brand_0000000007,MCKY,
product_model_002591,002591,product_brand_0000000007,MCKY,
product_model_002592,002592,product_brand_0000000032,MCKY,
product_model_002593,002593,product_brand_0000000032,A&G,
product_model_002594,002594,product_brand_0000000114,MCKY,
product_model_002595,002595,product_brand_0000000114,MCKY,
product_model_002596,002596,product_brand_0000000005,HCC,
product_model_002597,002597,product_brand_0000000005,HCC,
product_model_002598,002598,product_brand_0000000005,HCC,
product_model_002599,002599,product_brand_0000000015,,
product_model_002600,002600,product_brand_0000000015,,
product_model_002601,002601,product_brand_0000000015,,
product_model_002602,002602,product_brand_0000000015,,
product_model_002603,002603,product_brand_0000000015,,
product_model_002604,002604,product_brand_0000000015,,
product_model_002605,002605,product_brand_0000000102,MICKEY,
product_model_002606,002606,product_brand_0000000017,MCKY,
product_model_002607,002607,product_brand_0000000072,MCKY,
product_model_002608,002608,product_brand_0000000035,MCKY,
product_model_002609,002609,product_brand_0000000181,HCC,
product_model_002610,002610,product_brand_0000000072,HCC,
product_model_002611,002611,product_brand_0000000278,HCC,
product_model_002612,002612,product_brand_0000000079,PBC,
product_model_002613,002613,product_brand_0000000080,MUTI,
product_model_002614,002614,product_brand_0000001195,HCC,
product_model_002615,002615,product_brand_0000000233,HCC,
product_model_002616,002616,product_brand_0000001128,MCC,
product_model_002617,002617,product_brand_0000000005,,
product_model_002618,002618,product_brand_0000001196,MCC,
product_model_002619,002619,product_brand_0000001196,MCC,
product_model_002620,002620,product_brand_0000001196,MCC,
product_model_002621,002621,product_brand_0000001196,MCC,
product_model_002622,002622,product_brand_0000001196,MCC,
product_model_002623,002623,product_brand_0000001196,MCC,
product_model_002624,002624,product_brand_0000001196,MCC,
product_model_002625,002625,product_brand_0000001196,MCC,
product_model_002626,002626,product_brand_0000001196,MCC,
product_model_002627,002627,product_brand_0000001196,MCC,
product_model_002628,002628,product_brand_0000001196,MCC,
product_model_002629,002629,product_brand_0000001196,MCC,
product_model_002630,002630,product_brand_0000001196,MCC,
product_model_002631,002631,product_brand_0000001196,MCC,
product_model_002632,002632,product_brand_0000000128,MCC,
product_model_002633,002633,product_brand_0000000128,MCC,
product_model_002634,002634,product_brand_0000000076,HCC,
product_model_002635,002635,product_brand_0000000134,HCC,
product_model_002636,002636,product_brand_0000001128,HCC,
product_model_002637,002637,product_brand_0000001128,HCC,
product_model_002638,002638,product_brand_0000000269,HCC,
product_model_002639,002639,product_brand_0000000180,HCC,
product_model_002640,002640,product_brand_0000001128,HCC,
product_model_002641,002641,product_brand_0000000214,HCC,
product_model_002642,002642,product_brand_0000000072,HCC,
product_model_002643,002643,product_brand_0000000152,HCC,
product_model_002644,002644,product_brand_0000000181,HCC/CRB,
product_model_002645,002645,product_brand_0000001198,HCC,
product_model_002646,002646,product_brand_0000000102,HCC,
product_model_002647,002647,product_brand_0000000035,MCKY,
product_model_002648,002648,product_brand_0000000424,,
product_model_002649,002649,product_brand_0000000035,,
product_model_002650,002650,product_brand_0000001300,CRB,
product_model_002651,002651,product_brand_0000000005,HCC,
product_model_002652,002652,product_brand_0000001276,NVH,
product_model_002653,002653,product_brand_0000001276,NVH,
product_model_002654,002654,product_brand_0000001204,NVH,
product_model_002655,002655,product_brand_0000000068,F16,
product_model_002656,002656,product_brand_0000000005,,
product_model_002657,002657,product_brand_0000000005,NVH,
product_model_002658,002658,product_brand_0000001128,NVH,
product_model_002659,002659,product_brand_0000001209,NVH,
product_model_002660,002660,product_brand_0000000278,NVH,
product_model_002661,002661,product_brand_0000000181,HCC,
product_model_002662,002662,product_brand_0000000181,HCC,
product_model_002663,002663,product_brand_0000000181,HCC,
product_model_002664,002664,product_brand_0000000448,NVH,
product_model_002665,002665,product_brand_0000001210,HCC,
product_model_002666,002666,product_brand_0000000007,MCKY,
product_model_002667,002667,product_brand_0000001211,MCKY,
product_model_002668,002668,product_brand_0000001212,MCKY,
product_model_002669,002669,product_brand_0000001304,BRU,
product_model_002670,002670,product_brand_0000000005,NVH,
product_model_002671,002671,product_brand_0000001213,MCC,
product_model_002672,002672,product_brand_0000000007,MICKEY,
product_model_002673,002673,product_brand_0000000191,MICKEY,
product_model_002674,002674,product_brand_0000000173,,
product_model_002675,002675,product_brand_0000001215,HCC,
product_model_002676,002676,product_brand_0000000007,HCC,
product_model_002677,002677,product_brand_0000000007,HCC,
product_model_002678,002678,product_brand_0000000007,HCC,
product_model_002679,002679,product_brand_0000000007,HCC,
product_model_002680,002680,product_brand_0000000170,,
product_model_002681,002681,product_brand_0000000125,,
product_model_002682,002682,product_brand_0000000005,TMC,
product_model_002683,002683,product_brand_0000000005,BRU,
product_model_002684,002684,product_brand_0000000005,BRU,
product_model_002685,002685,product_brand_0000000005,NVH,
product_model_002686,002686,product_brand_0000000005,NVH,
product_model_002687,002687,product_brand_0000000181,HCC,
product_model_002688,002688,product_brand_0000000069,HCC,
product_model_002689,002689,product_brand_0000000015,HCC,
product_model_002690,002690,product_brand_0000000004,HCC,
product_model_002691,002691,product_brand_0000000421,TMC,
product_model_002692,002692,product_brand_0000000004,JDIS,
product_model_002693,002693,product_brand_0000000005,PBC,
product_model_002694,002694,product_brand_0000000005,,
product_model_002695,002695,product_brand_0000001213,MICKEY,
product_model_002696,002696,product_brand_0000001224,HCC,
product_model_002697,002697,product_brand_0000001225,NVH,
product_model_002698,002698,product_brand_0000001266,NVH,
product_model_002699,002699,product_brand_0000000005,NVH,
product_model_002700,002700,product_brand_0000001193,NVH,
product_model_002701,002701,product_brand_0000000056,NVH,
product_model_002702,002702,product_brand_0000000015,NVH,
product_model_002703,002703,product_brand_0000000015,8207 ( JDIS ),
product_model_002704,002704,product_brand_0000000015,8222 ( JDIS ),
product_model_002705,002705,product_brand_0000000004,NVH,
product_model_002706,002706,product_brand_0000000069,NVH,
product_model_002707,002707,product_brand_0000000371,MCC,
product_model_002708,002708,product_brand_0000001230,MCC,
product_model_002709,002709,product_brand_0000000255,HCC,
product_model_002710,002710,product_brand_0000000032,,
product_model_002711,002711,product_brand_0000000152,MCKY,
product_model_002712,002712,product_brand_0000000004,HCC,
product_model_002713,002713,product_brand_0000000004,HCC,
product_model_002714,002714,product_brand_0000000004,HCC,
product_model_002715,002715,product_brand_0000000004,HCC,
product_model_002716,002716,product_brand_0000000004,HCC,
product_model_002717,002717,product_brand_0000000004,HCC,
product_model_002718,002718,product_brand_0000000005,NVH,
product_model_002719,002719,product_brand_0000000005,NVH,
product_model_002720,002720,product_brand_0000000004,HCC,
product_model_002721,002721,product_brand_0000000054,HCC,
product_model_002722,002722,product_brand_0000001234,HCC,
product_model_002723,002723,product_brand_0000001234,HCC,
product_model_002724,002724,product_brand_0000001234,HCC,
product_model_002725,002725,product_brand_0000000004,HCC,
product_model_002726,002726,product_brand_0000000030,HCC/CRB,
product_model_002727,002727,product_brand_0000000004,,
product_model_002728,002728,product_brand_0000000077,TMC,
product_model_002729,002729,product_brand_V000000097,TMC,
product_model_002730,002730,product_brand_0000000357,PBC,
product_model_002731,002731,product_brand_0000000357,PBC,
product_model_002732,002732,product_brand_0000000004,PBC,
product_model_002733,002733,product_brand_0000000004,PBC,
product_model_002734,002734,product_brand_0000001237,NVH,
product_model_002735,002735,product_brand_0000000004,NVH,
product_model_002736,002736,product_brand_0000000015,WCI,
product_model_002737,002737,product_brand_0000000015,WCI,
product_model_002738,002738,product_brand_0000000015,WCI,
product_model_002739,002739,product_brand_0000000015,WCI,
product_model_002740,002740,product_brand_0000000015,WCI,
product_model_002741,002741,product_brand_0000000015,WCI,
product_model_002742,002742,product_brand_0000000004,HCC,
product_model_002743,002743,product_brand_0000000004,HCC,
product_model_002744,002744,product_brand_0000000031,HCC,
product_model_002745,002745,product_brand_0000000554,HCC,
product_model_002746,002746,product_brand_0000000004,HCC,
product_model_002747,002747,product_brand_0000000004,HCC,
product_model_002748,002748,product_brand_0000000302,HCC,
product_model_002749,002749,product_brand_0000000004,NVH,
product_model_002750,002750,product_brand_0000000004,NVH,
product_model_002751,002751,product_brand_0000000102,MCKY,
product_model_002752,002752,product_brand_0000000125,,
product_model_002753,002753,product_brand_0000000046,,
product_model_002754,002754,product_brand_0000000181,,
product_model_002755,002755,product_brand_0000000004,A&G,
product_model_002756,002756,product_brand_0000000015,A&G,
product_model_002757,002757,product_brand_0000000015,A&G,
product_model_002758,002758,product_brand_0000000015,A&G,
product_model_002759,002759,product_brand_0000000015,A&G,
product_model_002760,002760,product_brand_0000000015,WCI,
product_model_002761,002761,product_brand_0000000015,WCI,
product_model_002762,002762,product_brand_0000000015,WCI,
product_model_002763,002763,product_brand_0000000015,WCI,
product_model_002764,002764,product_brand_0000000015,WCI,
product_model_002765,002765,product_brand_0000000015,WCI,
product_model_002766,002766,product_brand_0000000015,WCI,
product_model_002767,002767,product_brand_0000000032,HCC/BRU,
product_model_002768,002768,product_brand_V000000160,CRB,
product_model_002769,002769,product_brand_0000000004,HCC,
product_model_002770,002770,product_brand_0000000004,HCC,
product_model_002771,002771,product_brand_0000000004,HCC,
product_model_002772,002772,product_brand_0000000004,HCC,
product_model_002773,002773,product_brand_0000000015,HCC,
product_model_002774,002774,product_brand_0000000138,CMT/HCC,
product_model_002775,002775,product_brand_0000000737,HCC,
product_model_002776,002776,product_brand_0000000004,HCC,
product_model_002777,002777,product_brand_0000000004,HCC,
product_model_002778,002778,product_brand_0000000004,HCC,
product_model_002779,002779,product_brand_0000000004,HCC,
product_model_002780,002780,product_brand_0000000673,MCKY/PBC,
product_model_002781,002781,product_brand_0000001196,MCC,
product_model_002782,002782,product_brand_0000001196,MCC,
product_model_002783,002783,product_brand_0000001196,MCC,
product_model_002784,002784,product_brand_0000000128,MCC,
product_model_002785,002785,product_brand_0000000076,NVH,
product_model_002786,002786,product_brand_0000000076,,
product_model_002787,002787,product_brand_0000000076,,
product_model_002788,002788,product_brand_0000000004,HCC,
product_model_002789,002789,product_brand_0000000050,MCC,
product_model_002790,002790,product_brand_0000000004,HCC,
product_model_002791,002791,product_brand_0000000004,HCC,
product_model_002792,002792,product_brand_0000001266,NVH,
product_model_002793,002793,product_brand_0000000004,JDIS,
product_model_002794,002794,product_brand_0000000004,,
product_model_002795,002795,product_brand_0000000191,MICKEY,
product_model_002796,002796,product_brand_0000000114,NVH,
product_model_002797,002797,product_brand_0000000114,NVH,
product_model_002798,002798,product_brand_0000000114,NVH,
product_model_002799,002799,product_brand_0000000114,NVH,
product_model_002800,002800,product_brand_0000000114,NVH,
product_model_002801,002801,product_brand_0000000346,NVH,
product_model_002802,002802,product_brand_0000000346,NVH,
product_model_002803,002803,product_brand_0000000004,HCC,
product_model_002804,002804,product_brand_0000000068,HTCH,
product_model_002805,002805,product_brand_0000000004,HCC,
product_model_002806,002806,product_brand_0000000004,HCC,
product_model_002807,002807,product_brand_0000000149,HCC/TREK,
product_model_002808,002808,product_brand_0000000004,JDIS,
product_model_002809,002809,product_brand_0000000085,CRB,
product_model_002810,002810,product_brand_0000000085,CRB,
product_model_002811,002811,product_brand_0000000125,,
product_model_002812,002812,product_brand_0000000181,CRB,
product_model_002813,002813,product_brand_0000000181,CRB,
product_model_002814,002814,product_brand_0000000032,CRB,
product_model_002815,002815,product_brand_0000000154,CRB,
product_model_002816,002816,product_brand_0000000154,CRB,
product_model_002817,002817,product_brand_0000000190,CRB,
product_model_002818,002818,product_brand_0000001252,CRB,
product_model_002819,002819,product_brand_0000001253,CRB,
product_model_002820,002820,product_brand_0000000048,CRB,
product_model_002821,002821,product_brand_0000000030,CRB,
product_model_002822,002822,product_brand_0000000278,CRB,
product_model_002823,002823,product_brand_0000000048,CRB,
product_model_002824,002824,product_brand_0000000004,CRB,
product_model_002825,002825,product_brand_0000000285,BRU,
product_model_002826,002826,product_brand_0000000004,BRU,
product_model_002827,002827,product_brand_0000000278,CRB,
product_model_002828,002828,product_brand_0000001225,NVH,
product_model_002829,002829,product_brand_0000000191,NVH,
product_model_002830,002830,product_brand_0000001254,NVH,
product_model_002831,002831,product_brand_0000001210,NVH,
product_model_002832,002832,product_brand_0000001270,BRU,
product_model_002833,002833,product_brand_0000000004,BRU,
product_model_002834,002834,product_brand_0000001210,NVH,
product_model_002835,002835,product_brand_0000000032,AG,
product_model_002836,002836,product_brand_0000000072,HCC,
product_model_002837,002837,product_brand_0000001257,HCC,
product_model_002838,002838,product_brand_0000001258,HCC,
product_model_002839,002839,product_brand_0000001259,HCC,
product_model_002840,002840,product_brand_0000001210,NVH,
product_model_002841,002841,product_brand_0000001196,MCC,
product_model_002842,002842,product_brand_0000001196,MCC,
product_model_002843,002843,product_brand_0000001196,MCC,
product_model_002844,002844,product_brand_0000000125,,
product_model_002845,002845,product_brand_0000000004,CRB,
product_model_002846,002846,product_brand_0000001277,BRU/HCC,
product_model_002847,002847,product_brand_0000000015,HYDP,
product_model_002848,002848,product_brand_0000000015,HYDP,
product_model_002849,002849,product_brand_0000000015,HYDP,
product_model_002850,002850,product_brand_0000000015,HYDP,
product_model_002851,002851,product_brand_0000000015,HYDP,
product_model_002852,002852,product_brand_0000000015,HYDP,
product_model_002853,002853,product_brand_0000000015,HYDP,
product_model_002854,002854,product_brand_0000000015,HYDP,
product_model_002855,002855,product_brand_0000000015,HYDP,
product_model_002856,002856,product_brand_0000000015,HYDP,
product_model_002857,002857,product_brand_0000000015,HYDP,
product_model_002858,002858,product_brand_0000000015,HYDP,
product_model_002859,002859,product_brand_0000000015,HYDP,
product_model_002860,002860,product_brand_0000000015,HYDP,
product_model_002861,002861,product_brand_0000000015,HYDP,
product_model_002862,002862,product_brand_0000000015,HYDP,
product_model_002863,002863,product_brand_0000001286,HYDP,
product_model_002864,002864,product_brand_0000001286,HYDP,
product_model_002865,002865,product_brand_0000001286,HYDP,
product_model_002866,002866,product_brand_0000001287,HYDP,
product_model_002867,002867,product_brand_0000001286,HYDP,
product_model_002868,002868,product_brand_0000000015,HYDP,
product_model_002869,002869,product_brand_0000001196,MCC,
product_model_002870,002870,product_brand_0000001196,MCC,
product_model_002871,002871,product_brand_0000001196,MCC,
product_model_002872,002872,product_brand_0000001291,COMMON,
product_model_002873,002873,product_brand_0000001291,COMMON,
product_model_002874,002874,product_brand_0000001292,COMMON,
product_model_002875,002875,product_brand_0000001291,COMMON,
product_model_002876,002876,product_brand_0000001291,COMMON,
product_model_002877,002877,product_brand_0000001291,COMMON,
product_model_002878,002878,product_brand_0000001212,MCKY,
product_model_002879,002879,product_brand_0000000004,HCC,
product_model_002880,002880,product_brand_0000001295,HCC,
product_model_002881,002881,product_brand_0000000622,HCC,
product_model_002882,002882,product_brand_0000000394,HCC,
product_model_002883,002883,product_brand_0000001286,HYDP,
product_model_002884,002884,product_brand_0000000015,HYDP,
product_model_002885,002885,product_brand_0000000015,HYDP,
product_model_002886,002886,product_brand_0000000015,HYDP,
product_model_002887,002887,product_brand_0000000015,HYDP,
product_model_002888,002888,product_brand_0000000015,HYDP,
product_model_002889,002889,product_brand_0000000181,CRB,
product_model_002890,002890,product_brand_0000000181,CRB,
product_model_002891,002891,product_brand_0000001314,HYDP,
product_model_002892,002892,product_brand_0000001315,GT250,
product_model_002893,002893,product_brand_0000000015,PEX150*75,
product_model_002894,002894,product_brand_0000000015,,
product_model_002895,002895,product_brand_0000000015,25*25,
product_model_002896,002896,product_brand_0000000015,F668,
product_model_002897,002897,product_brand_0000000015,,
product_model_002898,002898,product_brand_0000000015,F668,
product_model_002899,002899,product_brand_0000000015,C-72,
product_model_002900,002900,product_brand_0000000015,J-75,
product_model_002901,002901,product_brand_0000001323,HCC,
product_model_002902,002902,product_brand_0000001323,HCC,
product_model_002903,002903,product_brand_0000001323,HCC,
product_model_002904,002904,product_brand_0000001322,HCC,
product_model_002905,002905,product_brand_0000001322,HCC,
product_model_002906,002906,product_brand_0000000079,HCC,
product_model_002907,002907,product_brand_0000000015,HYDP,
product_model_002908,002908,product_brand_0000000015,TH-C021-7*1W,
product_model_002909,002909,product_brand_0000000015,A047-R,
product_model_002910,002910,product_brand_0000000015,,
product_model_002911,002911,product_brand_0000000015,,
product_model_002912,002912,product_brand_0000000015,HYDP,
product_model_002913,002913,product_brand_0000000015,HYDP,
product_model_002914,002914,product_brand_0000000015,HYDP,
product_model_002915,002915,product_brand_0000000015,HYDP,
product_model_002916,002916,product_brand_0000000015,HUIDA,
product_model_002917,002917,product_brand_0000000015,SIMPLY,
product_model_002918,002918,product_brand_0000000015,HYDP,
product_model_002919,002919,product_brand_0000000015,CES-J80-01H,
product_model_002920,002920,product_brand_0000000015,TG-Y002-50W,
product_model_002921,002921,product_brand_0000000015,TY2103,
product_model_002922,002922,product_brand_0000000015,TF2103,
product_model_002923,002923,product_brand_0000000015,,
product_model_002924,002924,product_brand_0000000015,JIMMY,
product_model_002925,002925,product_brand_0000001328,CHINA,
product_model_002926,002926,product_brand_0000001330,HCC,
product_model_002927,002927,product_brand_0000001330,HCC,
product_model_002928,002928,product_brand_0000001333,BRU/HCC,
product_model_002929,002929,product_brand_0000000004,CRB,
product_model_002930,002930,product_brand_0000000152,,
product_model_002931,002931,product_brand_0000000015,JIM,
product_model_002932,002932,product_brand_0000000015,JIM,
product_model_002933,002933,product_brand_0000000015,JIM,
product_model_002934,002934,product_brand_0000000015,JIM,
product_model_002935,002935,product_brand_0000000015,JIM,
product_model_002936,002936,product_brand_0000000032,CRB,
product_model_002937,002937,product_brand_0000000004,CRB,
product_model_002938,002938,product_brand_0000000015,,
product_model_002939,002939,product_brand_0000000015,ENG.# YC4D705Z02,
product_model_002940,002940,product_brand_V000000076,CRB,
product_model_002941,002941,product_brand_0000001330,CRB,
product_model_002942,002942,product_brand_V000000082,CRB,
product_model_002943,002943,product_brand_V000000081,CRB,
product_model_002944,002944,product_brand_0000001196,MCC,
product_model_002945,002945,product_brand_0000001196,MCC,
product_model_002946,002946,product_brand_0000001196,MCC,
product_model_002947,002947,product_brand_0000001196,MCC,
product_model_002948,002948,product_brand_0000001196,MCC,
product_model_002949,002949,product_brand_0000001196,MCC,
product_model_002950,002950,product_brand_0000001196,MCC,
product_model_002951,002951,product_brand_0000001196,MCC,
product_model_002952,002952,product_brand_0000001196,MCC,
product_model_002953,002953,product_brand_0000000279,CRB,
product_model_002954,002954,product_brand_0000000004,,
product_model_002955,002955,product_brand_0000000241,CRB,
product_model_002956,002956,product_brand_0200000001,HCC,
product_model_002957,002957,product_brand_0000001274,HCC,
product_model_002958,002958,product_brand_0000000181,HCC,
product_model_002959,002959,product_brand_0000000078,CRB,
product_model_002960,002960,product_brand_0000001299,CRB,
product_model_002961,002961,product_brand_0000001300,CRB,
product_model_002962,002962,product_brand_0000000004,NVH,
product_model_002963,002963,product_brand_0000001196,MCC,
product_model_002964,002964,product_brand_0000001196,MCC,
product_model_002965,002965,product_brand_0000001196,MCC,
product_model_002966,002966,product_brand_0000001196,MCC,
product_model_002967,002967,product_brand_0000001196,MCC,
product_model_002968,002968,product_brand_0000000212,PBC,
product_model_002969,002969,product_brand_0000000346,PBC,
product_model_002970,002970,product_brand_0000000032,A&G,
product_model_002971,002971,product_brand_0000000004,CRB,
product_model_002972,002972,product_brand_0000000004,CRB,
product_model_002973,002973,product_brand_0000001196,MCC,
product_model_002974,002974,product_brand_0000001196,MCC,
product_model_002975,002975,product_brand_0000000152,CRB,
product_model_002976,002976,product_brand_0000000004,CRB,
product_model_002977,002977,product_brand_0000000004,CRB,
product_model_002978,002978,product_brand_0000001196,MCC,
product_model_002979,002979,product_brand_V000000107,HCC,
product_model_002980,002980,product_brand_V000000107,HCC,
product_model_002981,002981,product_brand_V000000107,HCC,
product_model_002982,002982,product_brand_0000000032,HCC,
product_model_002983,002983,product_brand_0000000007,HCC,
product_model_002984,002984,product_brand_V000000089,TATS ME GO TRDG,
product_model_002985,002985,product_brand_V000000110,NVH,
product_model_002986,002986,product_brand_0000000492,JONSON,
product_model_002987,002987,product_brand_0000001196,MCC,
product_model_002988,002988,product_brand_0000001322,MCC,
product_model_002989,002989,product_brand_0000000032,KING,
product_model_002990,002990,product_brand_0000000032,KING,
product_model_002991,002991,product_brand_0000000032,KING,
product_model_002992,002992,product_brand_0000000032,KING,
product_model_002993,002993,product_brand_0000001304,HCC,
product_model_002994,002994,product_brand_0000000079,MCKY,
product_model_002995,002995,product_brand_0000001196,MCC,
product_model_002996,002996,product_brand_0000001196,MCC,
product_model_002997,002997,product_brand_0000001210,NVH,
product_model_002998,002998,product_brand_0000001210,NVH,
product_model_002999,002999,product_brand_0000000032,A&G,
product_model_003000,003000,product_brand_0000000032,A&G,
product_model_003001,003001,product_brand_0000000032,A&G,
product_model_003002,003002,product_brand_0000000032,A&G,
product_model_003003,003003,product_brand_0000000367,PBC,
product_model_003004,003004,product_brand_0000001322,MCC,
product_model_003005,003005,product_brand_0000001322,MCC,
product_model_003006,003006,product_brand_0000001322,MCC,
product_model_003007,003007,product_brand_0000001196,MCC,
product_model_003008,003008,product_brand_0000001196,MCC,
product_model_003009,003009,product_brand_0000000032,A&G,
product_model_003010,003010,product_brand_0000000032,A&G,
product_model_003011,003011,product_brand_0000000032,CRB,
product_model_003012,003012,product_brand_0000000032,A&G,
product_model_003013,003013,product_brand_0000001210,NVH,
product_model_003014,003014,product_brand_0000001210,NVH,
product_model_003015,003015,product_brand_0000001210,,
product_model_003016,003016,product_brand_0000000076,KING/NVH,
product_model_003017,003017,product_brand_V000000135,A&G,
product_model_003018,003018,product_brand_0000000004,KING,
product_model_003019,003019,product_brand_0000000032,KING,
product_model_003020,003020,product_brand_0000000032,KING,
product_model_003021,003021,product_brand_V000000068,KING,
product_model_003022,003022,product_brand_0000001322,MCC,
product_model_003023,003023,product_brand_0000001322,MCC,
product_model_003024,003024,product_brand_0000001322,MCC,
product_model_003025,003025,product_brand_0000001322,MCC,
product_model_003026,003026,product_brand_V000000142,COMMON,
product_model_003027,003027,product_brand_0000001210,NVH,
product_model_003028,003028,product_brand_0000000247,NVH,
product_model_003029,003029,product_brand_0000001210,NVH,
product_model_003030,003030,product_brand_0000001322,MCC,
product_model_003031,003031,product_brand_0000001322,MCC,
product_model_003032,003032,product_brand_0000001322,MCC,
product_model_003033,003033,product_brand_V000000089,PPE,
product_model_003034,003034,product_brand_0000000004,MCKY,
product_model_003035,003035,product_brand_0000000277,A&G,
product_model_003036,003036,product_brand_0000000032,CRB,
product_model_003037,003037,product_brand_V000000117,A&G,
product_model_003038,003038,product_brand_0000001266,A&G,
product_model_003039,003039,product_brand_V000000152,HTCH,
