id,old_barcode,name,part_no,model_name,categ_id/id,group_id/id,type,standard_price,sale_ok,available_in_pos,list_price
product_template_1,000764,ADAPTORTUBE ZEFAL/BRONZE,,MCKY,product_category_sp,subgroup_1972,product,10.00,TRUE,TRUE,15.00
product_template_2,002976,ADAPTORDISC BRAKE FRT ALLOY (160MM),,CRB,product_category_sp,subgroup_1972,product,50.00,TRUE,TRUE,73.00
product_template_3,002977,ADAPTORDISC BRAKE RR ALLOY (160MM),,CRB,product_category_sp,subgroup_1972,product,50.00,TRUE,TRUE,73.00
product_template_4,002988,ADAPTORDISC BRAKE RR 160MM FRT160,XBA-02,MCC,product_category_sp,subgroup_1972,product,141.12,TRUE,TRUE,205.00
product_template_5,003030,ADAPTORDISC BRAKE FRT 160MM FRT180,XBA-01,MCC,product_category_sp,subgroup_1972,product,141.12,TRUE,TRUE,206.00
product_template_6,003031,ADAPTORDISC BRAKE FRT 180MM RR180,XBA-03,MCC,product_category_sp,subgroup_1972,product,141.12,TRUE,TRUE,205.00
product_template_7,003032,ADAPTORDISC BRAKE RR 180MM,XBA-04,MCC,product_category_sp,subgroup_1972,product,156.24,TRUE,TRUE,230.00
product_template_8,003124,ADAPTORPM-IS F180,,NVH,product_category_sp,subgroup_1972,product,140.00,TRUE,TRUE,205.00
product_template_9,003125,ADAPTORPM-IS F203 ALLOY,,NVH,product_category_sp,subgroup_1972,product,140.00,TRUE,TRUE,205.00
product_template_10,003404,ADAPTORUNIT BOTTOM BRACKET,SM-BB70,CMT,product_category_sp,subgroup_1972,product,498.00,TRUE,TRUE,670.00
product_template_11,003592,ADAPTORBOTTOM BRACKET,SM-BB51,TRK,product_category_sp,subgroup_1972,product,500.00,TRUE,TRUE,710.00
product_template_12,003813,ADAPTORMOUNT FRONT 180MM FOR D-BRAKE,SM-MA-F180,CMT,product_category_sp,subgroup_1972,product,145.00,TRUE,TRUE,203.00
product_template_13,003814,ADAPTORMOUNT REAR 203MM,ISMMAR203PSA,,product_category_sp,subgroup_1972,product,124.00,TRUE,TRUE,175.00
product_template_14,003815,ADAPTORMOUNT REAR 180MM FOR D-BRAKE,SM-MA-R180,CMT,product_category_sp,subgroup_1972,product,124.00,TRUE,TRUE,175.00
product_template_15,003174,AIR shockPUMP,,BRU,product_category_sp,subgroup_1973,product,720.00,TRUE,TRUE,1000.00
product_template_16,000323,HANDLE BAREND ALLOY SHORT,,,product_category_sp,subgroup_1974,product,,TRUE,TRUE,500.00
product_template_17,000324,HANDLE BAREND ALLOY CC-169 BLK,,,product_category_sp,subgroup_1974,product,120.00,TRUE,TRUE,180.00
product_template_18,000325,HANDLE BAREND ALLOY SHORTY FOX,,PBC,product_category_sp,subgroup_1974,product,128.00,TRUE,TRUE,186.00
product_template_19,000326,HANDLE BAREND ALLOY LONG,,,product_category_sp,subgroup_1974,product,430.00,TRUE,TRUE,570.00
product_template_20,000327,BAR END ALLOYADJUSTABLE,,CRB,product_category_sp,subgroup_1974,product,85.00,TRUE,TRUE,128.00
product_template_21,001084,HANDLE BAREND ALLOY ASSTD COLOR,,,product_category_sp,subgroup_1974,product,100.00,TRUE,TRUE,160.00
product_template_22,001085,HANDLE BAREND ALLOY ASSTD COLOR,,,product_category_sp,subgroup_1974,product,135.00,TRUE,TRUE,200.00
product_template_23,001644,HANDLE BAR ENDALLOY ASSTD,XBE-01,MCC,product_category_sp,subgroup_1974,product,655.20,TRUE,TRUE,952.00
product_template_24,001772,HANDLE BAREND VOXOM ALLOY (DUAL ADJ),,,product_category_sp,subgroup_1974,product,158.00,TRUE,TRUE,230.00
product_template_25,001802,HANDLE BAREND SHORT ALLOY,,HCC,product_category_sp,subgroup_1974,product,360.00,TRUE,TRUE,520.00
product_template_26,002238,BAR END ALLOYBIG TUBE,,CRB,product_category_sp,subgroup_1974,product,130.00,TRUE,TRUE,189.00
product_template_27,002304,BAR END ALLOYIBIS,,HCC,product_category_sp,subgroup_1974,product,220.00,TRUE,TRUE,308.00
product_template_28,003035,BAR END ALLOYASSTD 6061,BEAL112,A&G,product_category_sp,subgroup_1974,product,423.22,TRUE,TRUE,615.00
product_template_29,003207,HANDLE BAR ENDL:92MM CARBON,BE1168 CAL,COMET,product_category_sp,subgroup_1974,product,1053.00,TRUE,TRUE,1500.00
product_template_30,003266,HANDLE BAR ENDALLOY 76MM BLK,BE-1147-3,COMET,product_category_sp,subgroup_1974,product,423.00,TRUE,TRUE,617.00
product_template_31,003267,HANDLE BAR ENDALLOY 76MM WHT,BE1147.3,COMET,product_category_sp,subgroup_1974,product,508.50,TRUE,TRUE,737.00
product_template_32,003268,HANDLE BAR ENDALLOY 100MM BLK,BE-1165 HOTROD-6,COMET,product_category_sp,subgroup_1974,product,558.00,TRUE,TRUE,805.00
product_template_33,003269,HANDLE BAR ENDALLOY 100MM WHT,BE1165 HOTROD6,COMET,product_category_sp,subgroup_1974,product,675.00,TRUE,TRUE,970.00
product_template_34,003530,BAR END ALLOYFLAT ASSTD,,MCKY,product_category_sp,subgroup_1974,product,115.00,TRUE,TRUE,165.00
product_template_35,001570,"BELLDINGDONG ALLOY, SMALL",,,product_category_sp,subgroup_1975,product,28.00,TRUE,TRUE,45.00
product_template_36,002583,BELLALLOY,DDB01-Q76-001,HCC,product_category_sp,subgroup_1975,product,38.00,TRUE,TRUE,57.00
product_template_37,003152,BELLALLOY,,B. LIONG,product_category_sp,subgroup_1975,product,210.00,TRUE,TRUE,275.00
product_template_38,003297,WIND BELLLPB-1000 ASSTD,,CMT,product_category_sp,subgroup_1975,product,129.00,TRUE,TRUE,202.00
product_template_39,000874,ADJUSTERBRAKE LEVER ALLOY,,,product_category_sp,subgroup_1976,product,3.40,TRUE,TRUE,7.00
product_template_40,000134,ADJUSTERCABLE CP,,,product_category_sp,subgroup_1977,product,1.80,TRUE,TRUE,6.00
product_template_41,000896,CABLE ENDALLOY ASSTD COLOR,,BRU/HCC,product_category_sp,subgroup_1978,product,2.00,TRUE,TRUE,4.00
product_template_42,000138,PLASTIC STRAPWHITE,,,product_category_sp,subgroup_1979,product,,TRUE,TRUE,5.00
product_template_43,001373,PLASTIC STRAPNYLON,,,product_category_sp,subgroup_1979,product,0.85,TRUE,TRUE,5.00
product_template_44,003181,PLASTIC STRAP/NYLON CABLE TIE 4 IN 1 COLOR,,COMMON,product_category_sp,subgroup_1979,product,30.00,TRUE,TRUE,45.00
product_template_45,003182,PLASTIC STRAP/NYLON CABLE TIE 3 IN 1 COLOR,,COMMON,product_category_sp,subgroup_1979,product,20.00,TRUE,TRUE,30.00
product_template_46,000136,CAPCABLE ALLOY BIG,,,product_category_sp,subgroup_1980,product,1.00,TRUE,TRUE,3.50
product_template_47,000137,CAPCABLE SMALL,,,product_category_sp,subgroup_1980,product,,TRUE,TRUE,1.00
product_template_48,000244,"CAPDUST, L & R/H",,,product_category_sp,subgroup_1980,product,,TRUE,TRUE,28.00
product_template_49,000245,"CAPDUST, R/H",,,product_category_sp,subgroup_1980,product,,TRUE,TRUE,35.00
product_template_50,000246,"CAPDUST, R/H",,,product_category_sp,subgroup_1980,product,,TRUE,TRUE,35.00
product_template_51,000820,"T-BOLTONLY, BRAKE CALIPER",,,product_category_sp,subgroup_1980,product,4.00,TRUE,TRUE,8.00
product_template_52,000821,VALVE CAPALLOY,,,product_category_sp,subgroup_1980,product,,TRUE,TRUE,7.50
product_template_53,000822,VALVE CAPSTEEL,,,product_category_sp,subgroup_1980,product,,TRUE,TRUE,5.50
product_template_54,001494,"CAPAXLE, CRANK ET W/ RING",,,product_category_sp,subgroup_1980,product,25.00,TRUE,TRUE,40.00
product_template_55,002274,CAPHUB CART 6203,,,product_category_sp,subgroup_1980,product,150.00,TRUE,TRUE,220.00
product_template_56,002904,CABLEOUTER CASING CAP #23,,HCC,product_category_sp,subgroup_1980,product,36.00,TRUE,TRUE,53.00
product_template_57,002905,CABLEOUTER CASING #22,,HCC,product_category_sp,subgroup_1980,product,26.00,TRUE,TRUE,38.00
product_template_58,000140,CARRIER#20 CP,,HCC,product_category_sp,subgroup_1981,product,92.00,TRUE,TRUE,138.00
product_template_59,000141,CARRIERMTB ALLOYV FOR SEAT POST,,CRB,product_category_sp,subgroup_1981,product,750.00,TRUE,TRUE,1090.00
product_template_60,002093,CARRIER#26 BLK,,,product_category_sp,subgroup_1981,product,,TRUE,TRUE,140.00
product_template_61,003566,CARRIERSET BIKE CAR,YT85643-3NC,TRK,product_category_sp,subgroup_1981,product,3500.00,TRUE,TRUE,5260.00
product_template_62,003567,CARRIERSET BIKE CAR TW,YT8048,TRK,product_category_sp,subgroup_1981,product,2500.00,TRUE,TRUE,3760.00
product_template_63,002909,CASINGROUND SILVER,,A47-R,product_category_sp,subgroup_1982,product,127.16,TRUE,TRUE,152.50
product_template_64,002931,CASINGSQAURE SILVER,A047-R,JIM,product_category_sp,subgroup_1982,product,152.60,TRUE,TRUE,183.50
product_template_65,003511,HOUSINGOUTER CASING FOR SET BLK SIS,,A&G,product_category_sp,subgroup_1982,product,24.37,TRUE,TRUE,35.00
product_template_66,003435,PROTECTORCHAIN STAY CARBON NEOPENE BLK,PRAC0001,CMT,product_category_sp,subgroup_1983,product,195.00,TRUE,TRUE,285.00
product_template_67,003790,STAYCHAIN XL BLK,,DRJ,product_category_sp,subgroup_1983,product,225.00,TRUE,TRUE,310.00
product_template_68,003743,CHAIN RINGSINGLE BLK BCD104,,SDBIC,product_category_sp,subgroup_1984,product,709.55,TRUE,TRUE,1140.00
product_template_69,003585,SEAT CLAMPALLOY ASSTD 34.9 QR S.PIN,,TRK,product_category_sp,subgroup_1985,product,150.00,TRUE,TRUE,220.00
product_template_70,003586,SEAT CLAMPALLOY 34.9 ALLEN TYPE,,TRK,product_category_sp,subgroup_1985,product,100.00,TRUE,TRUE,150.00
product_template_71,003587,SEAT CLAMPALLOY 31.8 QR S.PIN ASSTD,,TRK,product_category_sp,subgroup_1985,product,80.00,TRUE,TRUE,122.00
product_template_72,003407,CLEAT SETSM-SH10,,CMT,product_category_sp,subgroup_1986,product,366.00,TRUE,TRUE,515.00
product_template_73,003408,CLEAT SETSM-SH12,,CMT,product_category_sp,subgroup_1986,product,366.00,TRUE,TRUE,515.00
product_template_74,003409,CLEAT SETSM-SH56,,CMT,product_category_sp,subgroup_1986,product,294.00,TRUE,TRUE,415.00
product_template_75,003622,CLEAT SETRACER SELF ALIGNING,SM-SH11,AG,product_category_sp,subgroup_1987,product,513.00,TRUE,TRUE,720.00
product_template_76,003317,PHONE HOLDERHANDLE BAR CLIP RORATABLE,,FH,product_category_sp,subgroup_1988,product,393.42,TRUE,TRUE,590.00
product_template_77,000828,CLIPTOE,,,product_category_sp,subgroup_1989,product,48.00,TRUE,TRUE,80.00
product_template_78,002972,CYCLE TRAINERHD,,CRB,product_category_sp,subgroup_1990,product,1500.00,TRUE,TRUE,2200.00
product_template_79,003581,DISPLAY STANDFOR BIKE,,TRK,product_category_sp,subgroup_1991,product,400.00,TRUE,TRUE,610.00
product_template_80,001977,DUCK TAIL,,,product_category_sp,subgroup_1992,product,137.75,TRUE,TRUE,200.00
product_template_81,003356,FLOOR PUMPKOMPRESS AIR W/ GAUGE HD,G160,CMT,product_category_sp,subgroup_1993,product,1379.00,TRUE,TRUE,1952.00
product_template_82,003357,FLOOR PUMPPROPELAIR 160 SILVER,,CMT,product_category_sp,subgroup_1993,product,484.00,TRUE,TRUE,680.00
product_template_83,003358,FLOOR PUMPPROPELAIR W/ GAUGE RED G160,,CMT,product_category_sp,subgroup_1993,product,684.00,TRUE,TRUE,963.00
product_template_84,000247,FOOT PUMP1/2 CT RED,,PBC,product_category_sp,subgroup_1994,product,78.00,TRUE,TRUE,120.00
product_template_85,000248,ADAPTORFOOT PUMP CT HALF PLASTIC,,PBC,product_category_sp,subgroup_1994,product,7.50,TRUE,TRUE,12.00
product_template_86,000249,FOOT PUMPBETO,,,product_category_sp,subgroup_1994,product,,TRUE,TRUE,330.00
product_template_87,000250,FOOT PUMPCAR PUMP W/ GAUGE,,HCC,product_category_sp,subgroup_1994,product,118.00,TRUE,TRUE,170.00
product_template_88,001539,FOOT PUMPW/ TANK,,MCC,product_category_sp,subgroup_1994,product,120.00,TRUE,TRUE,170.00
product_template_89,001993,FOOT PUMP,,HP 21,product_category_sp,subgroup_1994,product,,TRUE,TRUE,380.00
product_template_90,001994,FOOT PUMP,,HP 22,product_category_sp,subgroup_1994,product,,TRUE,TRUE,410.00
product_template_91,002108,FOOT PUMPW/ TANK & GAUGE,,MCC,product_category_sp,subgroup_1994,product,120.00,TRUE,TRUE,232.00
product_template_92,002185,FLOOR PUMPBETO,,,product_category_sp,subgroup_1994,product,,TRUE,TRUE,320.00
product_template_93,002483,FLOOR PUMP,,HCC/NVH,product_category_sp,subgroup_1994,product,380.00,TRUE,TRUE,550.00
product_template_94,002693,FOOT PUMPCAR PUMP W/O GUAGE,,PBC,product_category_sp,subgroup_1994,product,104.00,TRUE,TRUE,155.00
product_template_95,002722,FOOT PUMP(GREEN),,HCC,product_category_sp,subgroup_1994,product,95.00,TRUE,TRUE,144.00
product_template_96,002723,FOOT PUMPW/ TANK (BLUE),,HCC,product_category_sp,subgroup_1994,product,120.00,TRUE,TRUE,195.00
product_template_97,002724,FOOT PUMPCP W/ GAUGE,,HCC,product_category_sp,subgroup_1994,product,210.00,TRUE,TRUE,305.00
product_template_98,002773,FOOT PUMPCAR PUMP DOUBLE TANK,,HCC,product_category_sp,subgroup_1994,product,115.00,TRUE,TRUE,170.00
product_template_99,003546,FOOT PUMPW/ GUAGE CP BARREL,,TRK,product_category_sp,subgroup_1994,product,160.00,TRUE,TRUE,225.00
product_template_100,003673,"FOOT PUMPRED 1 1/2 12"" TOKIRO",,DL,product_category_sp,subgroup_1994,product,65.60,TRUE,TRUE,95.00
product_template_101,003674,"FOOT PUMPRED 1 1/2 18"" TOKIRO",,DL,product_category_sp,subgroup_1994,product,72.00,TRUE,TRUE,103.00
product_template_102,001093,"GASKETFOOT PUMP, LEATHER",,,product_category_sp,subgroup_1995,product,8.50,TRUE,TRUE,13.00
product_template_103,001372,GASKETFOOT PUMP W/ PLY,,,product_category_sp,subgroup_1995,product,4.00,TRUE,TRUE,7.20
product_template_104,003734,GUIDE RING104 BCD 32T,,SDBIC,product_category_sp,subgroup_1996,product,1267.06,TRUE,TRUE,2030.00
product_template_105,003735,GUIDE RING104 BCD 34T,,SDBIC,product_category_sp,subgroup_1996,product,1267.06,TRUE,TRUE,2030.00
product_template_106,003736,GUIDE RING104 BCD 36T,,SDBIC,product_category_sp,subgroup_1996,product,1267.06,TRUE,TRUE,2030.00
product_template_107,003737,GUIDE RINGM800 32T,,SDBIC,product_category_sp,subgroup_1996,product,1621.84,TRUE,TRUE,2595.00
product_template_108,003738,GUIDE RINGM8000 34T,,SDBIC,product_category_sp,subgroup_1996,product,1621.84,TRUE,TRUE,2595.00
product_template_109,003739,GUIDE RINGM8000 36T,,SDBIC,product_category_sp,subgroup_1996,product,1621.84,TRUE,TRUE,2595.00
product_template_110,003740,GUIDEGXP SRAM DIRECT MOUNT 32T,,SDBIC,product_category_sp,subgroup_1996,product,1875.25,TRUE,TRUE,3000.00
product_template_111,003741,GUIDE RINGGXP SRAM DIRECT MOUNT 34T,,SDBIC,product_category_sp,subgroup_1996,product,1875.25,TRUE,TRUE,3000.00
product_template_112,003742,GUIDE RING32T BB30 SRAM DIRECT MOUNT,,SDBIC,product_category_sp,subgroup_1996,product,1875.25,TRUE,TRUE,3000.00
product_template_113,000318,HAND PUMP#611 W/ GAUGE,,MCKY,product_category_sp,subgroup_1997,product,370.00,TRUE,TRUE,522.00
product_template_114,000320,HAND PUMPCOLORED PLASTIC,4097/4379,TRK,product_category_sp,subgroup_1997,product,420.00,TRUE,TRUE,600.00
product_template_115,000321,HAND PUMPHT II GRAPH ALLOY W/ CLIP,6337,TRK,product_category_sp,subgroup_1997,product,600.00,TRUE,TRUE,850.00
product_template_116,000322,HAND PUMPJET TL ALLOY SILVER,6348,TRK,product_category_sp,subgroup_1997,product,420.00,TRUE,TRUE,600.00
product_template_117,001102,HAND PUMPGP-04,,,product_category_sp,subgroup_1997,product,,TRUE,TRUE,180.00
product_template_118,001115,HAND PUMPMINI PLASTIC SPRING,6796,TRK,product_category_sp,subgroup_1997,product,100.00,TRUE,TRUE,150.00
product_template_119,001454,HAND PUMP#71,,,product_category_sp,subgroup_1997,product,,TRUE,TRUE,480.00
product_template_120,001702,HAND PUMPALLOY CLEVER VALVE MINI,GP-06C,MCC,product_category_sp,subgroup_1997,product,325.50,TRUE,TRUE,472.00
product_template_121,001943,HAND PUMP#102 W/O GAUGE,,COMMON,product_category_sp,subgroup_1997,product,,TRUE,TRUE,385.00
product_template_122,001944,HAND PUMP#121 W/ GAUGE,,COMMON,product_category_sp,subgroup_1997,product,,TRUE,TRUE,430.00
product_template_123,001986,HAND PUMPDOUBLE ACTION W/GAUGE,,CRB,product_category_sp,subgroup_1997,product,250.00,TRUE,TRUE,363.00
product_template_124,001987,HAND PUMPTELESCOPIC  W/GAUGE,,CRB,product_category_sp,subgroup_1997,product,220.00,TRUE,TRUE,320.00
product_template_125,001990,HAND PUMPBIG W/GAUGE,,CRB,product_category_sp,subgroup_1997,product,250.00,TRUE,TRUE,363.00
product_template_126,002051,HAND PUMPMINI (HP-4),,,product_category_sp,subgroup_1997,product,,TRUE,TRUE,120.00
product_template_127,002084,HAND PUMPGW HPUM-102-102-A,,,product_category_sp,subgroup_1997,product,145.00,TRUE,TRUE,210.00
product_template_128,002176,HAND PUMPZ-FLEX TELESCOPIC ALLOY,5538,TRK,product_category_sp,subgroup_1997,product,480.00,TRUE,TRUE,685.00
product_template_129,002245,HAND PUMPDOUBLE BARREL,,,product_category_sp,subgroup_1997,product,210.00,TRUE,TRUE,305.00
product_template_130,002295,HAND PUMP2WAY MINI CLEVER VALVE W/GAUGE ALLOY,GP-24,MCC,product_category_sp,subgroup_1997,product,323.40,TRUE,TRUE,614.00
product_template_131,002296,HAND PUMPTELESCOPIC MINI W/GAUGE PLASTIC REVERSIBLE,GP-74,MCC,product_category_sp,subgroup_1997,product,226.80,TRUE,TRUE,330.00
product_template_132,002297,HAND PUMPMINI PUMP ALLOY W/GAUGE REVERSIBLE ASSTD COLOR,GP-961A,MCC,product_category_sp,subgroup_1997,product,222.00,TRUE,TRUE,315.00
product_template_133,002298,HAND PUMPMINI PUMP TELESCOPIC ALLOY REVERSIBLE ASSTD COLOR,GP-97A,MCC,product_category_sp,subgroup_1997,product,186.90,TRUE,TRUE,272.00
product_template_134,002299,HAND PUMPMINI PUMP W/GAUGE REVERSIBLE PLASTIC BARREL,GP-41S,MCC,product_category_sp,subgroup_1997,product,151.20,TRUE,TRUE,220.00
product_template_135,002300,HAND PUMPREVERSE PLASTIC MICRO SIZE,GP-04S,MCC,product_category_sp,subgroup_1997,product,98.70,TRUE,TRUE,145.00
product_template_136,002301,"HAND PUMPALLOY W/O GAUGE 7""(DOUBLE ACTION)",GP-06A,MCC,product_category_sp,subgroup_1997,product,231.70,TRUE,TRUE,336.00
product_template_137,003332,HAND PUMPMINI INFLATAIR MV GP-46,,CMT,product_category_sp,subgroup_1997,product,180.00,TRUE,TRUE,260.00
product_template_138,003359,HAND PUMPMINI EXPANDAIR HV GPN-77,,CMT,product_category_sp,subgroup_1997,product,244.00,TRUE,TRUE,350.00
product_template_139,003360,HAND PUMPMINI EXPANDAIR W/ GAUGE,GPN77G,CMT,product_category_sp,subgroup_1997,product,315.00,TRUE,TRUE,448.00
product_template_140,003426,HAND PUMPMINI TELESCOPIC REVERSIBLE PLASTIC,GP-45E,MCC,product_category_sp,subgroup_1997,product,97.00,TRUE,TRUE,140.00
product_template_141,003569,HAND PUMPHT II ALLOY TELESCOPIC,6502,TRK,product_category_sp,subgroup_1997,product,400.00,TRUE,TRUE,570.00
product_template_142,003570,HAND PUMPROCK 850 XLS LS ALLOY,6383,TRK,product_category_sp,subgroup_1997,product,600.00,TRUE,TRUE,850.00
product_template_143,003571,HAND PUMPDUO 821 LT/XLT ALLOY,6347,TRK,product_category_sp,subgroup_1997,product,600.00,TRUE,TRUE,850.00
product_template_144,003572,HAND PUMPROCK XLS TELESCOPIC ALLOY,6379,TRK,product_category_sp,subgroup_1997,product,400.00,TRUE,TRUE,570.00
product_template_145,003573,HAND PUMPSM360 MINI,4380,TRK,product_category_sp,subgroup_1997,product,300.00,TRUE,TRUE,430.00
product_template_146,003205,CAPHANDLE STEM 28.6MM BLK,HUBCAP-6,CMT,product_category_sp,subgroup_1998,product,68.85,TRUE,TRUE,100.00
product_template_147,003206,CAPHANDLE STEM 28.6MM WHT,,CMT,product_category_sp,subgroup_1998,product,89.55,TRUE,TRUE,130.00
product_template_148,000405,HELMETCR-30,,HCC,product_category_sp,subgroup_1999,product,530.00,TRUE,TRUE,769.00
product_template_149,000409,HELMETMTB,,KING,product_category_sp,subgroup_1999,product,453.15,TRUE,TRUE,754.00
product_template_150,001228,HELMETCR-20,,HCC,product_category_sp,subgroup_1999,product,530.00,TRUE,TRUE,769.00
product_template_151,001229,HELMETCR-28,,HCC,product_category_sp,subgroup_1999,product,530.00,TRUE,TRUE,769.00
product_template_152,001530,HELMETSML/MED/LARGE BLK,,,product_category_sp,subgroup_1999,product,280.00,TRUE,TRUE,365.00
product_template_153,001610,HELMETW/O VISOR,MV-32,MCKY,product_category_sp,subgroup_1999,product,620.00,TRUE,TRUE,900.00
product_template_154,001611,HELMETF-38,,,product_category_sp,subgroup_1999,product,650.00,TRUE,TRUE,845.00
product_template_155,001955,HELMETF-50 SUPREME,,,product_category_sp,subgroup_1999,product,720.00,TRUE,TRUE,940.00
product_template_156,001956,HELMETF-40 TTCR-29,,,product_category_sp,subgroup_1999,product,680.00,TRUE,TRUE,885.00
product_template_157,001988,HELMETFOREPLAY XC-E,,HCC,product_category_sp,subgroup_1999,product,1150.00,TRUE,TRUE,1668.00
product_template_158,002083,HELMETCRUIZER-21,,,product_category_sp,subgroup_1999,product,420.00,TRUE,TRUE,550.00
product_template_159,002235,HELMETFOR KIDS ASSTD COLOR,,,product_category_sp,subgroup_1999,product,240.00,TRUE,TRUE,360.00
product_template_160,002685,HELMETFOR KIDS W/VISOR ASST. COLOR/DESIGN,,NVH,product_category_sp,subgroup_1999,product,191.25,TRUE,TRUE,280.00
product_template_161,002973,HELMETW/ VISOR ASSRTD,E-BHM103,MCC,product_category_sp,subgroup_1999,product,886.00,TRUE,TRUE,1315.00
product_template_162,002974,HELMETW/O VISOR ASSRTD,E-BHR104,MCC,product_category_sp,subgroup_1999,product,1085.00,TRUE,TRUE,1546.00
product_template_163,002985,HELMET4KIDS ASSTD,H-101,NVH,product_category_sp,subgroup_1999,product,236.00,TRUE,TRUE,343.00
product_template_164,002993,HELMETFOREPLAY,XC-K,HCC,product_category_sp,subgroup_1999,product,680.00,TRUE,TRUE,986.00
product_template_165,002994,HELMETW/VISOR,MV 39,MCKY,product_category_sp,subgroup_1999,product,370.00,TRUE,TRUE,703.00
product_template_166,003014,HELMETMTB ASSTD,VZ-F26M-010 XC,NVH,product_category_sp,subgroup_1999,product,560.00,TRUE,TRUE,793.00
product_template_167,003151,HELMETASSTD,,B. LIONG,product_category_sp,subgroup_1999,product,980.00,TRUE,TRUE,1275.00
product_template_168,003166,HELMETMTB COLE,,HCC,product_category_sp,subgroup_1999,product,1150.00,TRUE,TRUE,1500.00
product_template_169,003425,HELMETW/ VISOR ASSRTD,E-BHM202,MCC,product_category_sp,subgroup_1999,product,1260.00,TRUE,TRUE,1770.00
product_template_170,003565,HELMETMTB W/ VISOR,,TRK,product_category_sp,subgroup_1999,product,700.00,TRUE,TRUE,990.00
product_template_171,003783,HELMETFULL FACE,,TYK,product_category_sp,subgroup_1999,product,6700.00,TRUE,TRUE,9000.00
product_template_172,003784,HELMETRAMPAGE,,TYK,product_category_sp,subgroup_1999,product,5257.00,TRUE,TRUE,7000.00
product_template_173,000001,"AIR HORNSTD ""A""",,NVH/PLATINUM/PNM,product_category_sp,subgroup_2000,product,65.00,TRUE,TRUE,90.00
product_template_174,001413,HORNELECTRIC JY-670,,,product_category_sp,subgroup_2000,product,,TRUE,TRUE,105.00
product_template_175,002081,HORNBICYCLE,,,product_category_sp,subgroup_2000,product,170.00,TRUE,TRUE,250.00
product_template_176,003219,AIR HORN,,TW,product_category_sp,subgroup_2000,product,,TRUE,TRUE,
product_template_177,003134,MTBHYDRAULIC FITTINGS,,BRU,product_category_sp,subgroup_2001,product,45.00,TRUE,TRUE,60.00
product_template_178,002910,LED LAMP3 WATTS COOL,,,product_category_sp,subgroup_2002,product,252.63,TRUE,TRUE,303.50
product_template_179,002914,STREET LAMPSOLAR W/ ACCESSORIES,YD-123-56,HYDP,product_category_sp,subgroup_2002,product,27387.31,TRUE,TRUE,32865.00
product_template_180,002932,LED LAMP3WTTS WARM,,JIM,product_category_sp,subgroup_2002,product,252.63,TRUE,TRUE,303.50
product_template_181,003351,BATTERY LAMPHL-EL150 VOLT 100,,CMT,product_category_sp,subgroup_2002,product,783.00,TRUE,TRUE,1102.00
product_template_182,003352,LAMPFLASHING TL-LD130 NIMA RED,,CMT,product_category_sp,subgroup_2002,product,274.00,TRUE,TRUE,391.00
product_template_183,003353,LAMPFLASHING TL-LD135-R OMNI3,,CMT,product_category_sp,subgroup_2002,product,236.00,TRUE,TRUE,352.00
product_template_184,000072,"LIGHTBIKE, FRT HL 500K",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,370.00
product_template_185,000073,"LIGHTBIKE, LUMINUX HALOGEN",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,610.00
product_template_186,000074,"LIGHTBIKE, RR (WHITE)",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,65.00
product_template_187,000075,"LIGHTBIKE, RR (RED)",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,105.00
product_template_188,000911,"LIGHTBIKE, H-LAMP 500 HALOGEN",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,700.00
product_template_189,000912,"LIGHTBIKE, H-LAMP 500 II HALOGEN",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,700.00
product_template_190,000913,"LIGHTBIKE, T-LIGHT LD 250",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,700.00
product_template_191,000914,"LIGHTBIKE, T-LIGHT LD 120 II RC",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,420.00
product_template_192,000916,"LIGHTBIKE, H-LAMP 1500 HALOGEN (AIS",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,1050.00
product_template_193,000921,"LIGHTBIKE, H-LAMP 270K",,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,350.00
product_template_194,001414,BRAKELIGHT,,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,70.00
product_template_195,001760,LIGHTHEADLIGHT WAVE (CG-105HIS) SILVER,,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,310.00
product_template_196,001761,LIGHTSILICON,,BRU/HCC,product_category_sp,subgroup_2003,product,120.00,TRUE,TRUE,200.00
product_template_197,002046,LIGHTHEADLIGHT HALOGEN & MULTI FUNCTION,,,product_category_sp,subgroup_2003,product,,TRUE,TRUE,800.00
product_template_198,002469,LIGHTBLINKER,,,product_category_sp,subgroup_2003,product,50.00,TRUE,TRUE,75.00
product_template_199,002770,HEADLIGHTGIANT 570410,,HCC,product_category_sp,subgroup_2003,product,230.00,TRUE,TRUE,335.00
product_template_200,002771,HEADLIGHTGIANT 570411,,HCC,product_category_sp,subgroup_2003,product,240.00,TRUE,TRUE,115.00
product_template_201,002772,HEADLIGHTGIANT 570408,,HCC,product_category_sp,subgroup_2003,product,220.00,TRUE,TRUE,320.00
