id,barcode_affix,name,parent_id/id,removal_strategy_id/id
group_684,11,Frame and Body,make_684,
subgroup_684,016,"Cover, Front Fork",group_684,
major_class_685,01,MC,product_category_sp,
make_685,02,Kawasaki,major_class_685,
group_685,11,Frame and Body,make_685,
subgroup_685,017,"Cover, Head Pipe",group_685,
major_class_686,01,MC,product_category_sp,
make_686,02,Kawasaki,major_class_686,
group_686,11,Frame and Body,make_686,
subgroup_686,018,"Cover, Headlight",group_686,
major_class_687,01,MC,product_category_sp,
make_687,02,Kawasaki,major_class_687,
group_687,11,Frame and Body,make_687,
subgroup_687,019,"Cover, Main Pipe",group_687,
major_class_688,01,MC,product_category_sp,
make_688,02,Kawasaki,major_class_688,
group_688,11,Frame and Body,make_688,
subgroup_688,020,"Cover, Reservoir",group_688,
major_class_689,01,MC,product_category_sp,
make_689,02,Kawasaki,major_class_689,
group_689,11,Frame and Body,make_689,
subgroup_689,021,"Cover, Speedometer Case",group_689,
major_class_690,01,MC,product_category_sp,
make_690,02,Kawasaki,major_class_690,
group_690,11,Frame and Body,make_690,
subgroup_690,022,"Cover, Tappet",group_690,
major_class_691,01,MC,product_category_sp,
make_691,02,Kawasaki,major_class_691,
group_691,11,Frame and Body,make_691,
subgroup_691,023,"Cover,Front Fork",group_691,
major_class_692,01,MC,product_category_sp,
make_692,02,Kawasaki,major_class_692,
group_692,11,Frame and Body,make_692,
subgroup_692,024,Cowling,group_692,
major_class_693,01,MC,product_category_sp,
make_693,02,Kawasaki,major_class_693,
group_693,11,Frame and Body,make_693,
subgroup_693,025,"Decals, Seat Cover",group_693,
major_class_694,01,MC,product_category_sp,
make_694,02,Kawasaki,major_class_694,
group_694,11,Frame and Body,make_694,
subgroup_694,026,Diaphragm,group_694,
major_class_695,01,MC,product_category_sp,
make_695,02,Kawasaki,major_class_695,
group_695,11,Frame and Body,make_695,
subgroup_695,027,Disc Cover,group_695,
major_class_696,01,MC,product_category_sp,
make_696,02,Kawasaki,major_class_696,
group_696,11,Frame and Body,make_696,
subgroup_696,028,Dual Seat Assembly,group_696,
major_class_697,01,MC,product_category_sp,
make_697,02,Kawasaki,major_class_697,
group_697,11,Frame and Body,make_697,
subgroup_697,029,Exhaust Pipe,group_697,
major_class_698,01,MC,product_category_sp,
make_698,02,Kawasaki,major_class_698,
group_698,11,Frame and Body,make_698,
subgroup_698,030,Exhaust Pipe Holder,group_698,
major_class_699,01,MC,product_category_sp,
make_699,02,Kawasaki,major_class_699,
group_699,11,Frame and Body,make_699,
subgroup_699,031,Fender,group_699,
major_class_700,01,MC,product_category_sp,
make_700,02,Kawasaki,major_class_700,
group_700,11,Frame and Body,make_700,
subgroup_700,032,Flap ,group_700,
major_class_701,01,MC,product_category_sp,
make_701,02,Kawasaki,major_class_701,
group_701,11,Frame and Body,make_701,
subgroup_701,033,Footrest,group_701,
major_class_702,01,MC,product_category_sp,
make_702,02,Kawasaki,major_class_702,
group_702,11,Frame and Body,make_702,
subgroup_702,034,Fork,group_702,
major_class_703,01,MC,product_category_sp,
make_703,02,Kawasaki,major_class_703,
group_703,11,Frame and Body,make_703,
subgroup_703,035,"Fork Inner Tube, Guide",group_703,
major_class_704,01,MC,product_category_sp,
make_704,02,Kawasaki,major_class_704,
group_704,11,Frame and Body,make_704,
subgroup_704,036,"Fork, Assembly",group_704,
major_class_705,01,MC,product_category_sp,
make_705,02,Kawasaki,major_class_705,
group_705,11,Frame and Body,make_705,
subgroup_705,037,"Fork, Guide Cover",group_705,
major_class_706,01,MC,product_category_sp,
make_706,02,Kawasaki,major_class_706,
group_706,11,Frame and Body,make_706,
subgroup_706,038,"Fork, Inner Tube",group_706,
major_class_707,01,MC,product_category_sp,
make_707,02,Kawasaki,major_class_707,
group_707,11,Frame and Body,make_707,
subgroup_707,039,"Fork, Outer Tube",group_707,
major_class_708,01,MC,product_category_sp,
make_708,02,Kawasaki,major_class_708,
group_708,11,Frame and Body,make_708,
subgroup_708,040,Fuel Gauge,group_708,
major_class_709,01,MC,product_category_sp,
make_709,02,Kawasaki,major_class_709,
group_709,11,Frame and Body,make_709,
subgroup_709,041,Fuel Tank,group_709,
major_class_710,01,MC,product_category_sp,
make_710,02,Kawasaki,major_class_710,
group_710,11,Frame and Body,make_710,
subgroup_710,042,Grab Rail,group_710,
major_class_711,01,MC,product_category_sp,
make_711,02,Kawasaki,major_class_711,
group_711,11,Frame and Body,make_711,
subgroup_711,043,"Grip, Handle",group_711,
major_class_712,01,MC,product_category_sp,
make_712,02,Kawasaki,major_class_712,
group_712,11,Frame and Body,make_712,
subgroup_712,044,Handle Bar,group_712,
major_class_713,01,MC,product_category_sp,
make_713,02,Kawasaki,major_class_713,
group_713,11,Frame and Body,make_713,
subgroup_713,045,Handle Cover,group_713,
major_class_714,01,MC,product_category_sp,
make_714,02,Kawasaki,major_class_714,
group_714,11,Frame and Body,make_714,
subgroup_714,046,Handle Crown,group_714,
major_class_715,01,MC,product_category_sp,
make_715,02,Kawasaki,major_class_715,
group_715,11,Frame and Body,make_715,
subgroup_715,047,Handle Switch,group_715,
major_class_716,01,MC,product_category_sp,
make_716,02,Kawasaki,major_class_716,
group_716,11,Frame and Body,make_716,
subgroup_716,048,Head Light Assembly,group_716,
major_class_717,01,MC,product_category_sp,
make_717,02,Kawasaki,major_class_717,
group_717,11,Frame and Body,make_717,
subgroup_717,049,Headlight,group_717,
major_class_718,01,MC,product_category_sp,
make_718,02,Kawasaki,major_class_718,
group_718,11,Frame and Body,make_718,
subgroup_718,050,Headlight Assembly,group_718,
major_class_719,01,MC,product_category_sp,
make_719,02,Kawasaki,major_class_719,
group_719,11,Frame and Body,make_719,
subgroup_719,051,Headlight Case,group_719,
major_class_720,01,MC,product_category_sp,
make_720,02,Kawasaki,major_class_720,
group_720,11,Frame and Body,make_720,
subgroup_720,052,Headlight Lens,group_720,
major_class_721,01,MC,product_category_sp,
make_721,02,Kawasaki,major_class_721,
group_721,11,Frame and Body,make_721,
subgroup_721,053,Holder,group_721,
major_class_722,01,MC,product_category_sp,
make_722,02,Kawasaki,major_class_722,
group_722,11,Frame and Body,make_722,
subgroup_722,054,Joint,group_722,
major_class_723,01,MC,product_category_sp,
make_723,02,Kawasaki,major_class_723,
group_723,11,Frame and Body,make_723,
subgroup_723,055,Leg Shield,group_723,
major_class_724,01,MC,product_category_sp,
make_724,02,Kawasaki,major_class_724,
group_724,11,Frame and Body,make_724,
subgroup_724,056,Lever,group_724,
major_class_725,01,MC,product_category_sp,
make_725,02,Kawasaki,major_class_725,
group_725,11,Frame and Body,make_725,
subgroup_725,057,"Lever, Brake",group_725,
major_class_726,01,MC,product_category_sp,
make_726,02,Kawasaki,major_class_726,
group_726,11,Frame and Body,make_726,
subgroup_726,058,"Lever, Choke ",group_726,
major_class_727,01,MC,product_category_sp,
make_727,02,Kawasaki,major_class_727,
group_727,11,Frame and Body,make_727,
subgroup_727,059,"Lever, Clutch",group_727,
major_class_728,01,MC,product_category_sp,
make_728,02,Kawasaki,major_class_728,
group_728,11,Frame and Body,make_728,
subgroup_728,060,Lock Set  ,group_728,
major_class_729,01,MC,product_category_sp,
make_729,02,Kawasaki,major_class_729,
group_729,11,Frame and Body,make_729,
subgroup_729,061,Mirror,group_729,
major_class_730,01,MC,product_category_sp,
make_730,02,Kawasaki,major_class_730,
group_730,11,Frame and Body,make_730,
subgroup_730,062,Muffler Assembly,group_730,
major_class_731,01,MC,product_category_sp,
make_731,02,Kawasaki,major_class_731,
group_731,11,Frame and Body,make_731,
subgroup_731,063,Muffler Connector,group_731,
major_class_732,01,MC,product_category_sp,
make_732,02,Kawasaki,major_class_732,
group_732,11,Frame and Body,make_732,
subgroup_732,064,Muffler Holder,group_732,
major_class_733,01,MC,product_category_sp,
make_733,02,Kawasaki,major_class_733,
group_733,11,Frame and Body,make_733,
subgroup_733,065,Muffler Protector,group_733,
major_class_734,01,MC,product_category_sp,
make_734,02,Kawasaki,major_class_734,
group_734,11,Frame and Body,make_734,
subgroup_734,066,Oil Guage,group_734,
major_class_735,01,MC,product_category_sp,
make_735,02,Kawasaki,major_class_735,
group_735,11,Frame and Body,make_735,
subgroup_735,067,Pillion Step,group_735,
major_class_736,01,MC,product_category_sp,
make_736,02,Kawasaki,major_class_736,
group_736,11,Frame and Body,make_736,
subgroup_736,068,Pipe,group_736,
major_class_737,01,MC,product_category_sp,
make_737,02,Kawasaki,major_class_737,
group_737,11,Frame and Body,make_737,
subgroup_737,069,Pivot Axle,group_737,
major_class_738,01,MC,product_category_sp,
make_738,02,Kawasaki,major_class_738,
group_738,11,Frame and Body,make_738,
subgroup_738,070,Reservoir,group_738,
major_class_739,01,MC,product_category_sp,
make_739,02,Kawasaki,major_class_739,
group_739,11,Frame and Body,make_739,
subgroup_739,071,Rubber Mount,group_739,
major_class_740,01,MC,product_category_sp,
make_740,02,Kawasaki,major_class_740,
group_740,11,Frame and Body,make_740,
subgroup_740,072,Seat Cover,group_740,
major_class_741,01,MC,product_category_sp,
make_741,02,Kawasaki,major_class_741,
group_741,11,Frame and Body,make_741,
subgroup_741,073,"Shaft, Main Stand",group_741,
major_class_742,01,MC,product_category_sp,
make_742,02,Kawasaki,major_class_742,
group_742,11,Frame and Body,make_742,
subgroup_742,074,"Shaft, Swing Arm",group_742,
major_class_743,01,MC,product_category_sp,
make_743,02,Kawasaki,major_class_743,
group_743,11,Frame and Body,make_743,
subgroup_743,075,Shock Absorber,group_743,
major_class_744,01,MC,product_category_sp,
make_744,02,Kawasaki,major_class_744,
group_744,11,Frame and Body,make_744,
subgroup_744,076,Shroud Cover,group_744,
major_class_745,01,MC,product_category_sp,
make_745,02,Kawasaki,major_class_745,
group_745,11,Frame and Body,make_745,
subgroup_745,077,Side Cover,group_745,
major_class_746,01,MC,product_category_sp,
make_746,02,Kawasaki,major_class_746,
group_746,11,Frame and Body,make_746,
subgroup_746,078,Side Stand,group_746,
major_class_747,01,MC,product_category_sp,
make_747,02,Kawasaki,major_class_747,
group_747,11,Frame and Body,make_747,
subgroup_747,079,Silencer,group_747,
major_class_748,01,MC,product_category_sp,
make_748,02,Kawasaki,major_class_748,
group_748,11,Frame and Body,make_748,
subgroup_748,080,Sleeve,group_748,
major_class_749,01,MC,product_category_sp,
make_749,02,Kawasaki,major_class_749,
group_749,11,Frame and Body,make_749,
subgroup_749,081,Speedometer,group_749,
major_class_750,01,MC,product_category_sp,
make_750,02,Kawasaki,major_class_750,
group_750,11,Frame and Body,make_750,
subgroup_750,082,Spoiler Central,group_750,
major_class_751,01,MC,product_category_sp,
make_751,02,Kawasaki,major_class_751,
group_751,11,Frame and Body,make_751,
subgroup_751,083,Stand,group_751,
major_class_752,01,MC,product_category_sp,
make_752,02,Kawasaki,major_class_752,
group_752,11,Frame and Body,make_752,
subgroup_752,084,Stay,group_752,
major_class_753,01,MC,product_category_sp,
make_753,02,Kawasaki,major_class_753,
group_753,11,Frame and Body,make_753,
subgroup_753,085,Steering,group_753,
major_class_754,01,MC,product_category_sp,
make_754,02,Kawasaki,major_class_754,
group_754,11,Frame and Body,make_754,
subgroup_754,086,Swing Arm,group_754,
major_class_755,01,MC,product_category_sp,
make_755,02,Kawasaki,major_class_755,
group_755,11,Frame and Body,make_755,
subgroup_755,087,Tail Cover,group_755,
major_class_756,01,MC,product_category_sp,
make_756,02,Kawasaki,major_class_756,
group_756,11,Frame and Body,make_756,
subgroup_756,088,Tail Light,group_756,
major_class_757,01,MC,product_category_sp,
make_757,02,Kawasaki,major_class_757,
group_757,11,Frame and Body,make_757,
subgroup_757,089,Tail Light Lens,group_757,
major_class_758,01,MC,product_category_sp,
make_758,02,Kawasaki,major_class_758,
group_758,11,Frame and Body,make_758,
subgroup_758,090,Throttle Grip,group_758,
major_class_759,01,MC,product_category_sp,
make_759,02,Kawasaki,major_class_759,
group_759,11,Frame and Body,make_759,
subgroup_759,091,Under Cover,group_759,
major_class_760,01,MC,product_category_sp,
make_760,02,Kawasaki,major_class_760,
group_760,11,Frame and Body,make_760,
subgroup_760,092,Wind Shield,group_760,
major_class_761,01,MC,product_category_sp,
make_761,02,Kawasaki,major_class_761,
group_761,12,Gasket,make_761,
subgroup_761,001,Gasket ,group_761,
major_class_762,01,MC,product_category_sp,
make_762,02,Kawasaki,major_class_762,
group_762,12,Gasket,make_762,
subgroup_762,002,"Gasket, Base",group_762,
major_class_763,01,MC,product_category_sp,
make_763,02,Kawasaki,major_class_763,
group_763,12,Gasket,make_763,
subgroup_763,003,"Gasket, Carburetor",group_763,
major_class_764,01,MC,product_category_sp,
make_764,02,Kawasaki,major_class_764,
group_764,12,Gasket,make_764,
subgroup_764,004,"Gasket, Clutch Cover ",group_764,
major_class_765,01,MC,product_category_sp,
make_765,02,Kawasaki,major_class_765,
group_765,12,Gasket,make_765,
subgroup_765,005,"Gasket, Cover",group_765,
major_class_766,01,MC,product_category_sp,
make_766,02,Kawasaki,major_class_766,
group_766,12,Gasket,make_766,
subgroup_766,006,"Gasket, Crankcase ",group_766,
major_class_767,01,MC,product_category_sp,
make_767,02,Kawasaki,major_class_767,
group_767,12,Gasket,make_767,
subgroup_767,007,"Gasket, Cylinder Head",group_767,
major_class_768,01,MC,product_category_sp,
make_768,02,Kawasaki,major_class_768,
group_768,12,Gasket,make_768,
subgroup_768,008,"Gasket, Drain Plug",group_768,
major_class_769,01,MC,product_category_sp,
make_769,02,Kawasaki,major_class_769,
group_769,12,Gasket,make_769,
subgroup_769,009,"Gasket, Elbow",group_769,
major_class_770,01,MC,product_category_sp,
make_770,02,Kawasaki,major_class_770,
group_770,12,Gasket,make_770,
subgroup_770,010,"Gasket, Exhaust Pipe",group_770,
major_class_771,01,MC,product_category_sp,
make_771,02,Kawasaki,major_class_771,
group_771,12,Gasket,make_771,
subgroup_771,011,"Gasket, Float ",group_771,
major_class_772,01,MC,product_category_sp,
make_772,02,Kawasaki,major_class_772,
group_772,12,Gasket,make_772,
subgroup_772,012,"Gasket, Generator Cover",group_772,
major_class_773,01,MC,product_category_sp,
make_773,02,Kawasaki,major_class_773,
group_773,12,Gasket,make_773,
subgroup_773,013,"Gasket, Magneto Cover",group_773,
major_class_774,01,MC,product_category_sp,
make_774,02,Kawasaki,major_class_774,
group_774,12,Gasket,make_774,
subgroup_774,014,"Gasket, Oil Filter",group_774,
major_class_775,01,MC,product_category_sp,
make_775,02,Kawasaki,major_class_775,
group_775,12,Gasket,make_775,
subgroup_775,015,"Gasket, Overhauling",group_775,
major_class_776,01,MC,product_category_sp,
make_776,02,Kawasaki,major_class_776,
group_776,12,Gasket,make_776,
subgroup_776,016,"Gasket, Tensioner",group_776,
major_class_777,01,MC,product_category_sp,
make_777,02,Kawasaki,major_class_777,
group_777,12,Gasket,make_777,
subgroup_777,017,"Gasket, Top Set",group_777,
major_class_778,01,MC,product_category_sp,
make_778,02,Kawasaki,major_class_778,
group_778,14,Hose,make_778,
subgroup_778,001,Air Cleaner Hose,group_778,
major_class_779,01,MC,product_category_sp,
make_779,02,Kawasaki,major_class_779,
group_779,14,Hose,make_779,
subgroup_779,002,Front Brake Hose,group_779,
major_class_780,01,MC,product_category_sp,
make_780,02,Kawasaki,major_class_780,
group_780,14,Hose,make_780,
subgroup_780,003,Hose,group_780,
major_class_781,01,MC,product_category_sp,
make_781,02,Kawasaki,major_class_781,
group_781,15,"Lubricants, Paint and Sealant",make_781,
subgroup_781,001,Oil,group_781,
major_class_782,01,MC,product_category_sp,
make_782,02,Kawasaki,major_class_782,
group_782,17,"Nuts, Bolts, Screw and Washer",make_782,
subgroup_782,001,Allen Bolt,group_782,
major_class_783,01,MC,product_category_sp,
make_783,02,Kawasaki,major_class_783,
group_783,17,"Nuts, Bolts, Screw and Washer",make_783,
subgroup_783,002,Bolt,group_783,
major_class_784,01,MC,product_category_sp,
make_784,02,Kawasaki,major_class_784,
group_784,17,"Nuts, Bolts, Screw and Washer",make_784,
subgroup_784,003,Bolt BH,group_784,
major_class_785,01,MC,product_category_sp,
make_785,02,Kawasaki,major_class_785,
group_785,17,"Nuts, Bolts, Screw and Washer",make_785,
subgroup_785,004,"Bolt, Flange",group_785,
major_class_786,01,MC,product_category_sp,
make_786,02,Kawasaki,major_class_786,
group_786,17,"Nuts, Bolts, Screw and Washer",make_786,
subgroup_786,005,"Bolt, Hex",group_786,
major_class_787,01,MC,product_category_sp,
make_787,02,Kawasaki,major_class_787,
group_787,17,"Nuts, Bolts, Screw and Washer",make_787,
subgroup_787,006,"Bolt, Stud",group_787,
major_class_788,01,MC,product_category_sp,
make_788,02,Kawasaki,major_class_788,
group_788,17,"Nuts, Bolts, Screw and Washer",make_788,
subgroup_788,007,Circlip,group_788,
major_class_789,01,MC,product_category_sp,
make_789,02,Kawasaki,major_class_789,
group_789,17,"Nuts, Bolts, Screw and Washer",make_789,
subgroup_789,008,Nut,group_789,
major_class_790,01,MC,product_category_sp,
make_790,02,Kawasaki,major_class_790,
group_790,17,"Nuts, Bolts, Screw and Washer",make_790,
subgroup_790,009,"Nut, Axle Sleeve",group_790,
major_class_791,01,MC,product_category_sp,
make_791,02,Kawasaki,major_class_791,
group_791,17,"Nuts, Bolts, Screw and Washer",make_791,
subgroup_791,010,"Nut, Flange",group_791,
major_class_792,01,MC,product_category_sp,
make_792,02,Kawasaki,major_class_792,
group_792,17,"Nuts, Bolts, Screw and Washer",make_792,
subgroup_792,011,"Nut, Hex",group_792,
major_class_793,01,MC,product_category_sp,
make_793,02,Kawasaki,major_class_793,
group_793,17,"Nuts, Bolts, Screw and Washer",make_793,
subgroup_793,012,"Nut, Lock",group_793,
major_class_794,01,MC,product_category_sp,
make_794,02,Kawasaki,major_class_794,
group_794,17,"Nuts, Bolts, Screw and Washer",make_794,
subgroup_794,013,Screw,group_794,
major_class_795,01,MC,product_category_sp,
make_795,02,Kawasaki,major_class_795,
group_795,17,"Nuts, Bolts, Screw and Washer",make_795,
subgroup_795,014,Screw Pan,group_795,
major_class_796,01,MC,product_category_sp,
make_796,02,Kawasaki,major_class_796,
group_796,17,"Nuts, Bolts, Screw and Washer",make_796,
subgroup_796,015,Screw Tappet,group_796,
major_class_797,01,MC,product_category_sp,
make_797,02,Kawasaki,major_class_797,
group_797,17,"Nuts, Bolts, Screw and Washer",make_797,
subgroup_797,016,"Screw, Pilot Air",group_797,
major_class_798,01,MC,product_category_sp,
make_798,02,Kawasaki,major_class_798,
group_798,17,"Nuts, Bolts, Screw and Washer",make_798,
subgroup_798,017,"Screw, Throttle",group_798,
major_class_799,01,MC,product_category_sp,
make_799,02,Kawasaki,major_class_799,
group_799,17,"Nuts, Bolts, Screw and Washer",make_799,
subgroup_799,018,Snap Ring,group_799,
major_class_800,01,MC,product_category_sp,
make_800,02,Kawasaki,major_class_800,
group_800,17,"Nuts, Bolts, Screw and Washer",make_800,
subgroup_800,019,Washer,group_800,
major_class_801,01,MC,product_category_sp,
make_801,02,Kawasaki,major_class_801,
group_801,17,"Nuts, Bolts, Screw and Washer",make_801,
subgroup_801,020,"Washer, Crank Pin",group_801,
major_class_802,01,MC,product_category_sp,
make_802,02,Kawasaki,major_class_802,
group_802,17,"Nuts, Bolts, Screw and Washer",make_802,
subgroup_802,021,"Washer, Flat",group_802,
major_class_803,01,MC,product_category_sp,
make_803,02,Kawasaki,major_class_803,
group_803,17,"Nuts, Bolts, Screw and Washer",make_803,
subgroup_803,022,"Washer, Lock",group_803,
major_class_804,01,MC,product_category_sp,
make_804,02,Kawasaki,major_class_804,
group_804,17,"Nuts, Bolts, Screw and Washer",make_804,
subgroup_804,023,"Washer, Screw",group_804,
major_class_805,01,MC,product_category_sp,
make_805,02,Kawasaki,major_class_805,
group_805,17,"Nuts, Bolts, Screw and Washer",make_805,
subgroup_805,024,"Washer, Thrust",group_805,
major_class_806,01,MC,product_category_sp,
make_806,02,Kawasaki,major_class_806,
group_806,18,O Ring,make_806,
subgroup_806,001,O Ring,group_806,
major_class_807,01,MC,product_category_sp,
make_807,02,Kawasaki,major_class_807,
group_807,19,Oil Seal,make_807,
subgroup_807,001,Dust Seal,group_807,
major_class_808,01,MC,product_category_sp,
make_808,02,Kawasaki,major_class_808,
group_808,19,Oil Seal,make_808,
subgroup_808,002,Oil Seal,group_808,
major_class_809,01,MC,product_category_sp,
make_809,02,Kawasaki,major_class_809,
group_809,19,Oil Seal,make_809,
subgroup_809,003,Packing Cock,group_809,
major_class_810,01,MC,product_category_sp,
make_810,02,Kawasaki,major_class_810,
group_810,20,Pedal,make_810,
subgroup_810,001,Brake Pedal,group_810,
major_class_811,01,MC,product_category_sp,
make_811,02,Kawasaki,major_class_811,
group_811,20,Pedal,make_811,
subgroup_811,002,Change Gear Pedal,group_811,
major_class_812,01,MC,product_category_sp,
make_812,02,Kawasaki,major_class_812,
group_812,20,Pedal,make_812,
subgroup_812,003,Kick Pedal,group_812,
major_class_813,01,MC,product_category_sp,
make_813,02,Kawasaki,major_class_813,
group_813,22,Seat,make_813,
subgroup_813,001,Saddle,group_813,
major_class_814,01,MC,product_category_sp,
make_814,02,Kawasaki,major_class_814,
group_814,24,Spark Plug,make_814,
subgroup_814,001,Spark Plug,group_814,
major_class_815,01,MC,product_category_sp,
make_815,02,Kawasaki,major_class_815,
group_815,25,Spring,make_815,
subgroup_815,001,Spring,group_815,
major_class_816,01,MC,product_category_sp,
make_816,02,Kawasaki,major_class_816,
group_816,25,Spring,make_816,
subgroup_816,002,"Spring, Brake Pedal",group_816,
major_class_817,01,MC,product_category_sp,
make_817,02,Kawasaki,major_class_817,
group_817,25,Spring,make_817,
subgroup_817,003,"Spring, Brake Shoe",group_817,
major_class_818,01,MC,product_category_sp,
make_818,02,Kawasaki,major_class_818,
group_818,25,Spring,make_818,
subgroup_818,004,"Spring, Center Stand",group_818,
major_class_819,01,MC,product_category_sp,
make_819,02,Kawasaki,major_class_819,
group_819,25,Spring,make_819,
subgroup_819,005,"Spring, Change Gear",group_819,
major_class_820,01,MC,product_category_sp,
make_820,02,Kawasaki,major_class_820,
group_820,25,Spring,make_820,
subgroup_820,006,"Spring, Change Pedal",group_820,
major_class_821,01,MC,product_category_sp,
make_821,02,Kawasaki,major_class_821,
group_821,25,Spring,make_821,
subgroup_821,007,"Spring, Clutch",group_821,
major_class_822,01,MC,product_category_sp,
make_822,02,Kawasaki,major_class_822,
group_822,25,Spring,make_822,
subgroup_822,008,"Spring, Coil",group_822,
major_class_823,01,MC,product_category_sp,
make_823,02,Kawasaki,major_class_823,
group_823,25,Spring,make_823,
subgroup_823,009,"Spring, Fork Guide",group_823,
major_class_824,01,MC,product_category_sp,
make_824,02,Kawasaki,major_class_824,
group_824,25,Spring,make_824,
subgroup_824,010,"Spring, Front Fork",group_824,
major_class_825,01,MC,product_category_sp,
make_825,02,Kawasaki,major_class_825,
group_825,25,Spring,make_825,
subgroup_825,011,"Spring, Gear Shift",group_825,
major_class_826,01,MC,product_category_sp,
make_826,02,Kawasaki,major_class_826,
group_826,25,Spring,make_826,
subgroup_826,012,"Spring, Inhibitor",group_826,
major_class_827,01,MC,product_category_sp,
make_827,02,Kawasaki,major_class_827,
group_827,25,Spring,make_827,
subgroup_827,013,"Spring, Kick Starter",group_827,
major_class_828,01,MC,product_category_sp,
make_828,02,Kawasaki,major_class_828,
group_828,25,Spring,make_828,
subgroup_828,014,"Spring, Oil Filter",group_828,
major_class_829,01,MC,product_category_sp,
make_829,02,Kawasaki,major_class_829,
group_829,25,Spring,make_829,
subgroup_829,015,"Spring, Pad",group_829,
major_class_830,01,MC,product_category_sp,
make_830,02,Kawasaki,major_class_830,
group_830,25,Spring,make_830,
subgroup_830,016,"Spring, Position lever",group_830,
major_class_831,01,MC,product_category_sp,
make_831,02,Kawasaki,major_class_831,
group_831,25,Spring,make_831,
subgroup_831,017,"Spring, Seat",group_831,
major_class_832,01,MC,product_category_sp,
make_832,02,Kawasaki,major_class_832,
group_832,25,Spring,make_832,
subgroup_832,018,"Spring, Side Stand",group_832,
major_class_833,01,MC,product_category_sp,
make_833,02,Kawasaki,major_class_833,
group_833,25,Spring,make_833,
subgroup_833,019,"Spring, Stop Switch",group_833,
major_class_834,01,MC,product_category_sp,
make_834,02,Kawasaki,major_class_834,
group_834,25,Spring,make_834,
subgroup_834,020,"Spring, Tensioner",group_834,
major_class_835,01,MC,product_category_sp,
make_835,02,Kawasaki,major_class_835,
group_835,25,Spring,make_835,
subgroup_835,021,"Spring, Throttle",group_835,
major_class_836,01,MC,product_category_sp,
make_836,02,Kawasaki,major_class_836,
group_836,25,Spring,make_836,
subgroup_836,022,"Spring, Throttle Screw",group_836,
major_class_837,01,MC,product_category_sp,
make_837,02,Kawasaki,major_class_837,
group_837,25,Spring,make_837,
subgroup_837,023,"Spring, Throttle Valve",group_837,
major_class_838,01,MC,product_category_sp,
make_838,02,Kawasaki,major_class_838,
group_838,25,Spring,make_838,
subgroup_838,024,"Spring, Timing Sprocket",group_838,
major_class_839,01,MC,product_category_sp,
make_839,02,Kawasaki,major_class_839,
group_839,25,Spring,make_839,
subgroup_839,025,"Spring, Torsion",group_839,
major_class_840,01,MC,product_category_sp,
make_840,02,Kawasaki,major_class_840,
group_840,25,Spring,make_840,
subgroup_840,026,"Spring, Valve ",group_840,
major_class_841,01,MC,product_category_sp,
make_841,02,Kawasaki,major_class_841,
group_841,26,Sprocket and Chain,make_841,
subgroup_841,001,Chain Adjuster,group_841,
major_class_842,01,MC,product_category_sp,
make_842,02,Kawasaki,major_class_842,
group_842,26,Sprocket and Chain,make_842,
subgroup_842,002,Chain Cam,group_842,
major_class_843,01,MC,product_category_sp,
make_843,02,Kawasaki,major_class_843,
group_843,26,Sprocket and Chain,make_843,
subgroup_843,003,Chain Cam Roller,group_843,
major_class_844,01,MC,product_category_sp,
make_844,02,Kawasaki,major_class_844,
group_844,26,Sprocket and Chain,make_844,
subgroup_844,004,Chain Cam Tensioner,group_844,
major_class_845,01,MC,product_category_sp,
make_845,02,Kawasaki,major_class_845,
group_845,26,Sprocket and Chain,make_845,
subgroup_845,005,"Chain Cam, Drum",group_845,
major_class_846,01,MC,product_category_sp,
make_846,02,Kawasaki,major_class_846,
group_846,26,Sprocket and Chain,make_846,
subgroup_846,006,"Chain Cam, Guide",group_846,
major_class_847,01,MC,product_category_sp,
make_847,02,Kawasaki,major_class_847,
group_847,26,Sprocket and Chain,make_847,
subgroup_847,007,Chain Case,group_847,
major_class_848,01,MC,product_category_sp,
make_848,02,Kawasaki,major_class_848,
group_848,26,Sprocket and Chain,make_848,
subgroup_848,008,Chain Cover,group_848,
major_class_849,01,MC,product_category_sp,
make_849,02,Kawasaki,major_class_849,
group_849,26,Sprocket and Chain,make_849,
subgroup_849,009,Chain Guard,group_849,
major_class_850,01,MC,product_category_sp,
make_850,02,Kawasaki,major_class_850,
group_850,26,Sprocket and Chain,make_850,
subgroup_850,010,Chain Guide,group_850,
major_class_851,01,MC,product_category_sp,
make_851,02,Kawasaki,major_class_851,
group_851,26,Sprocket and Chain,make_851,
subgroup_851,011,Chain Slipper,group_851,
major_class_852,01,MC,product_category_sp,
make_852,02,Kawasaki,major_class_852,
group_852,26,Sprocket and Chain,make_852,
subgroup_852,012,Chain Tensioner,group_852,
major_class_853,01,MC,product_category_sp,
make_853,02,Kawasaki,major_class_853,
group_853,26,Sprocket and Chain,make_853,
subgroup_853,013,Drive Chain,group_853,
major_class_854,01,MC,product_category_sp,
make_854,02,Kawasaki,major_class_854,
group_854,26,Sprocket and Chain,make_854,
subgroup_854,014,Drive Chain kit,group_854,
major_class_855,01,MC,product_category_sp,
make_855,02,Kawasaki,major_class_855,
group_855,26,Sprocket and Chain,make_855,
subgroup_855,015,"Sprocket, Camshaft",group_855,
major_class_856,01,MC,product_category_sp,
make_856,02,Kawasaki,major_class_856,
